Kraj,Rok,Pohlaví,Administrativní a podpůrné činnosti,Doprava a skladování,Informační a komunikační činnosti,"Kulturní, zábavní a rekreační činnosti",Ostatní činnosti,Peněžnictví a pojišťovnictví,"Profesní, vědecké a technické činnosti",Stavebnictví,Těžba a dobývání,"Ubytování, stravování a pohostinství",Velkoobchod a maloob.; opr. mot. vozidel,Veřejná správa a obrana; pov. soc. zabezp.,Vzdělávání,"Výroba a rozvod elektřiny, plynu, tepla",Zdravotní a sociální péče,"Zemědělství, lesnictví a rybářství",Zpracovatelský průmysl,Zásob. vodou; činnosti souvis. s odpady,Činnosti v oblasti nemovitostí
Vysočina,2000,Z,1303,2941,1298,1216,2410,1891,1089,1859,0,4294,12424,7418,9945,853,11601,7558,32290,0,0
Vysočina,2001,M,2286,8248,1804,700,1263,1169,1701,20736,1351,2493,10334,7195,3023,4424,3134,18967,45806,1450,0
Vysočina,2001,Z,1339,2847,1355,555,2846,2001,1593,1664,0,5462,15237,6333,9835,642,11231,7228,31399,736,0
Vysočina,2002,M,2582,8581,1366,531,901,1068,1908,20263,1645,2590,11295,8421,3076,2428,2630,20002,48259,1500,0
Vysočina,2002,Z,1632,2937,1699,503,2214,1864,2275,1573,0,3226,13153,5662,9800,675,9800,8753,33208,0,857
Vysočina,2003,M,2271,10162,1392,618,788,1270,2047,20390,941,2781,11564,8408,4134,3213,2150,16406,46214,1499,0
Vysočina,2003,Z,1634,3083,1184,561,2963,1789,2292,1118,0,3767,14235,6884,10729,514,11411,7189,30950,557,0
Vysočina,2004,M,2444,9468,2171,1073,949,1164,2439,22250,1633,3342,12513,6162,3545,2738,2590,16182,44811,1318,980
Vysočina,2004,Z,1463,2450,1392,534,2488,2004,2222,1676,0,3569,13828,6607,10257,0,12997,7368,29882,0,0
Vysočina,2005,M,2342,10196,1843,1349,966,1059,1759,23804,1016,2575,12408,8162,2895,1313,2079,16454,44711,1757,0
Vysočina,2005,Z,1706,2155,1451,1194,1391,2405,2322,1376,0,3664,11735,6609,11507,0,11588,6999,31459,0,753
Vysočina,2006,M,2750,9828,1673,1123,731,1245,2538,20554,1346,3376,9594,6414,3921,3125,2839,14875,51363,1461,0
Vysočina,2006,Z,1918,2326,1522,1619,2431,2449,2866,1033,0,4414,12888,6951,9758,0,11038,5183,33421,0,0
Vysočina,2007,M,2773,10745,1245,558,976,1253,2338,22153,1031,2680,10572,8137,3676,2767,2089,14277,54433,1990,0
Vysočina,2007,Z,1622,2509,1293,1208,2805,2389,2330,1433,0,4414,14068,7143,9198,848,11077,5428,35763,0,0
Vysočina,2008,M,1647,12728,1020,959,1165,1208,3871,21467,847,3062,12189,7566,2765,2382,1891,16615,50520,1628,0
Vysočina,2008,Z,2636,2892,1070,1277,2722,1450,2696,1831,0,3374,15405,7147,10353,812,12745,6338,30227,0,0
Vysočina,2009,M,1237,9969,1680,818,1553,974,2972,22205,1535,2901,12961,6147,3509,1533,2139,17793,48039,1169,0
Vysočina,2009,Z,1437,2471,597,971,1397,1795,3754,1555,0,5784,17276,6942,11510,0,11636,4227,28174,822,0
Vysočina,2010,M,2090,8417,1197,1151,1097,1274,3192,21078,1802,4651,13097,5469,3409,2561,2133,13386,50019,714,0
Vysočina,2010,Z,2369,2635,919,808,1777,2021,2666,763,0,5892,16795,8508,9343,0,13905,3805,26494,920,0
Vysočina,2011,M,2401,9297,1240,1040,946,1835,3551,18806,1333,3683,10323,8914,2560,2836,2236,10302,52285,1278,0
Vysočina,2011,Z,1698,3042,954,1666,1911,2241,2987,975,0,5157,15085,5988,10684,0,14338,2854,25619,922,0
Vysočina,2012,M,2144,9432,2049,1197,625,1833,3195,18708,1846,3583,9304,7858,3376,2329,3219,11958,48332,2156,510
Vysočina,2012,Z,1338,2790,948,1231,2530,2187,3433,1121,0,4880,14662,6233,11304,0,11706,3835,26807,0,734
Vysočina,2013,M,2358,7515,2703,1246,937,1138,3510,17930,897,3365,9676,5933,2958,2487,3849,12366,55802,1785,0
Vysočina,2013,Z,1502,2833,593,1136,2081,2832,2958,1366,0,4444,15936,5357,9892,0,12221,4454,28715,0,0
Vysočina,2014,M,881,8717,2859,825,887,1472,3032,19396,1336,1849,9963,7270,3728,2924,2550,12588,53699,1504,0
Vysočina,2014,Z,1932,4098,1036,987,2519,2074,3461,1044,0,5546,17514,5635,11546,0,13933,3219,25148,0,0
Vysočina,2015,M,1259,8689,2387,573,520,1457,3502,18874,1195,2250,9387,8463,3363,1678,2458,14198,51793,1911,0
Vysočina,2015,Z,2213,3680,0,1054,1689,1973,2963,1319,0,5969,14793,7201,10278,0,11389,3983,30871,519,0
Vysočina,2016,M,1207,6493,1791,1488,849,1342,2836,20835,1445,3838,11224,8526,3959,2185,2389,10290,55497,1864,0
Vysočina,2016,Z,2458,2146,0,988,1465,1673,3178,1712,0,4653,13372,6732,11764,0,13034,4342,34187,687,0
Vysočina,2017,M,1631,9231,1902,1521,1058,1240,4241,18174,1410,2411,12998,8207,3210,3303,2925,8016,56004,2645,954
Vysočina,2017,Z,1752,2731,0,1813,2814,1403,3880,1400,0,4322,14201,7911,11478,0,12624,3575,33557,0,507
Vysočina,2018,M,2263,8329,2872,756,1032,1381,5623,17204,1039,2154,13387,6794,2868,3292,3012,9402,57926,2223,985
Vysočina,2018,Z,1942,3525,658,1979,2263,1221,4861,850,0,4582,16245,8785,11147,0,13711,3672,31446,0,0
Vysočina,2019,M,2624,8073,3436,900,756,1376,3943,15928,692,2350,10656,6646,3217,3220,2622,12072,60149,2944,550
Vysočina,2019,Z,1670,2281,0,1567,3229,1992,3391,1698,0,5350,14255,7193,14041,0,13886,5206,32043,1017,0
Vysočina,2020,M,1950,8011,3576,1134,861,2172,3739,18599,789,2467,11375,7711,2686,2688,2291,11596,57316,3014,0
Vysočina,2020,Z,1763,3846,0,1333,3470,1832,3284,2725,0,5637,12685,6262,14728,0,15010,4322,27052,1083,0
Vysočina,2021,M,1526,10359,3116,1019,571,1147,3915,21774,520,2511,11221,7518,4499,3881,2548,10693,49459,2177,783
Vysočina,2021,Z,1176,4383,867,1510,2330,1686,3040,1484,0,3752,15202,6829,15389,0,14872,3697,25697,0,0
Vysočina,2022,M,1378,9212,2123,1422,928,1645,4974,18399,643,1768,11680,6489,2716,2843,3151,13007,53852,2490,749
Vysočina,2022,Z,1522,3047,1076,1754,1834,1567,3175,1388,0,4715,16370,7123,15230,0,14498,4161,28413,0,0
Vysočina,2023,M,1527,10172,1439,1573,963,2001,4948,16920,546,1930,11623,7055,3650,4925,3712,11351,52485,2008,0
Vysočina,2023,Z,2084,2285,633,2075,1964,1446,5366,1421,0,3389,16754,6713,16436,514,12586,3307,25440,0,559
Vysočina,2024,M,1813,10189,2912,1369,752,1423,2738,21430,603,1431,8952,7620,4050,4578,3657,12527,49613,2046,504
Vysočina,2024,Z,2258,2353,578,1201,2823,1898,4030,1946,0,2308,13435,6890,16987,667,17495,4765,26429,671,0
Zlínský kraj,1993,M,2482,10198,2018,700,2024,1254,3284,27368,656,3405,9605,8390,4594,2697,4121,14210,58699,1461,0
Zlínský kraj,1993,Z,1530,4091,1646,753,2887,1629,2759,1974,0,3661,13917,4841,14077,746,11552,5814,48368,0,0
Zlínský kraj,1994,M,2237,12838,2646,1973,1977,1192,2665,25359,0,3336,14442,11417,3901,2437,4250,11354,54589,2126,0
Zlínský kraj,1994,Z,1228,3659,1782,1974,3600,2762,1919,2471,0,4466,15665,5837,13751,514,10743,5838,47219,0,0
Zlínský kraj,1995,M,2294,12026,1477,1824,1890,1892,2146,26663,0,3312,14948,10364,3722,3113,4350,10584,56097,2626,0
Zlínský kraj,1995,Z,1459,3965,2304,1829,5166,3381,2373,1618,0,3390,17611,4365,12253,0,12056,5422,42585,518,0
Zlínský kraj,1996,M,2899,11647,2526,893,2727,1589,3249,27262,0,3292,12882,8270,3598,3281,2034,9735,62984,2627,0
Zlínský kraj,1996,Z,1620,3228,1983,1178,3281,3789,2385,1931,0,5617,17360,4238,12293,547,9498,4225,45174,886,647
Zlínský kraj,1997,M,2089,11818,3429,1684,2712,913,2201,26940,562,3793,14605,7859,3454,2864,2279,9174,61332,2714,625
Zlínský kraj,1997,Z,1536,2418,2525,896,2726,3854,2409,2836,0,5268,22900,4895,13093,0,10793,3580,39322,990,0
Zlínský kraj,1998,M,2143,12483,3201,1458,3187,1164,2267,24519,0,4259,14851,7085,3157,3550,2803,8137,61942,3310,615
Zlínský kraj,1998,Z,1178,2708,2187,1231,4074,3118,1899,3015,0,6620,20863,4521,12394,0,9658,3617,38171,515,761
Zlínský kraj,1999,M,2231,11667,2131,1950,2823,1220,2074,22676,0,4518,14346,9316,2791,3867,2495,8728,60293,2479,510
Zlínský kraj,1999,Z,1368,2570,1829,1450,4076,3618,2543,2056,0,5991,17719,4078,11926,535,12736,3536,37497,623,974
Zlínský kraj,2000,M,2737,9890,2614,1608,1880,1142,3249,24839,0,3940,16061,8327,2753,3037,3207,7721,56459,3353,0
Zlínský kraj,2000,Z,1724,1961,1498,1118,3446,3625,3112,1651,0,5236,17679,4331,12695,641,12807,3582,38416,0,664
Zlínský kraj,2001,M,2364,10613,2604,1413,1665,1224,2754,25524,0,4023,13257,9153,3217,2136,3837,6063,60020,1872,758
Zlínský kraj,2001,Z,1373,3285,1399,1019,3708,2219,2051,2730,0,4990,17897,5622,11306,0,11840,2662,39022,596,579
Zlínský kraj,2002,M,2480,12431,2267,1595,1583,1192,2963,21493,556,4260,11819,7930,3886,2072,2837,6056,63715,1371,639
Zlínský kraj,2002,Z,1726,2866,1462,518,3406,1512,2682,3029,0,5307,18198,5175,11428,549,12284,2553,38449,613,0
Zlínský kraj,2003,M,2948,10801,2202,1596,1217,1848,3355,23794,0,3249,11684,8937,3479,1797,2578,6699,62671,2447,616
Zlínský kraj,2003,Z,1902,3355,1750,965,3539,2413,2974,2770,0,5990,20352,5050,11660,589,11861,2125,37152,943,589
Zlínský kraj,2004,M,2600,10761,2613,1763,1278,1458,3230,24589,0,4274,16459,7606,3782,1747,2750,6687,57923,2087,719
Zlínský kraj,2004,Z,1844,3410,1615,1673,3830,2511,2881,1717,0,4866,18570,5272,14020,0,12432,3450,34780,654,0
Zlínský kraj,2005,M,2452,10378,2766,1295,1261,1070,2619,25354,0,4826,17287,7658,2792,1964,2093,7027,56806,1693,881
Zlínský kraj,2005,Z,2164,2975,1456,1114,3099,2433,3255,1764,0,5433,18084,6876,13450,0,13678,2675,32263,0,641
Zlínský kraj,2006,M,2209,10369,2507,1497,1004,1158,2253,26777,643,4960,13968,6462,2618,2120,3597,7206,63316,2839,774
Zlínský kraj,2006,Z,1798,2735,1773,1649,3341,1520,3011,2688,0,7225,19206,6133,11208,0,17069,1713,34890,0,592
Zlínský kraj,2007,M,2538,11632,2892,1390,1287,1019,3409,26583,0,4271,14919,7554,3426,1596,2660,5153,64136,3851,871
Zlínský kraj,2007,Z,1675,3789,1873,1404,3063,1761,2983,2463,0,7559,19198,5919,14483,0,17244,1950,35055,1069,884
Zlínský kraj,2008,M,2752,11066,3821,1069,1900,1541,3306,27996,0,3841,15382,7948,3456,1382,2877,5303,63035,2957,863
Zlínský kraj,2008,Z,2492,2237,1132,1375,1964,2443,3264,4083,0,5411,20130,6583,12156,0,17636,2216,36547,933,1644
Zlínský kraj,2009,M,2286,10408,2926,2437,1912,1896,4509,24996,0,3976,16090,7132,4506,1938,3834,4761,55113,1634,1111
Zlínský kraj,2009,Z,2179,1756,1298,2380,2001,1601,4324,3140,0,6685,18983,7584,13129,0,14806,2315,33919,788,735
Zlínský kraj,2010,M,3022,10564,2994,2225,1543,1175,4859,23105,0,3690,13201,6461,4417,1838,3849,6561,58749,1516,0
Zlínský kraj,2010,Z,2404,2698,1408,2342,2738,2869,3161,1939,0,6144,16123,5542,15220,576,17879,1707,29368,779,0
Zlínský kraj,2011,M,2902,10535,3069,1784,1687,1248,4475,23315,0,3140,13790,5243,3453,2416,2870,6362,63450,2514,0
Zlínský kraj,2011,Z,2505,2910,650,2462,3453,1909,3485,2388,0,5347,18317,6365,11913,0,15042,1823,34669,0,987
Zlínský kraj,2012,M,3068,10700,2484,1032,1382,1610,5077,21066,0,2528,14614,7455,3234,1635,3243,5282,65559,2302,1075
Zlínský kraj,2012,Z,2324,3451,751,2235,3085,2574,4718,1889,0,5293,17552,7054,13039,0,15812,2111,31335,883,965
Zlínský kraj,2013,M,3587,9187,2889,1972,1071,2459,3454,23954,0,2672,15791,8033,4486,968,2767,5279,63836,2697,850
Zlínský kraj,2013,Z,1908,4164,659,2078,2927,3157,5404,2472,0,4752,18518,7012,11052,0,16377,1885,34083,1323,1021
Zlínský kraj,2014,M,2866,8279,2385,1454,804,1840,3129,23617,0,2957,13348,7669,5350,2046,2955,4582,65640,3310,1345
Zlínský kraj,2014,Z,2054,3436,516,2739,2758,2092,3003,1665,0,6328,18043,6330,13823,0,16180,1797,34999,735,904
Zlínský kraj,2015,M,3223,9702,2145,775,880,1373,5074,21746,0,3706,12291,6527,4939,928,3199,5904,68142,4146,1202
Zlínský kraj,2015,Z,2016,2349,0,2377,3381,3108,3045,1574,0,8336,18847,6995,14304,0,15324,1684,36406,1123,0
Zlínský kraj,2016,M,2265,7385,2894,1204,868,1650,5233,19368,0,3367,13185,7249,4717,1087,3038,5291,73166,2729,945
Zlínský kraj,2016,Z,1429,2700,678,1308,2559,2524,3882,1962,0,5179,18218,8539,14200,593,13916,1934,38286,591,1402
Zlínský kraj,2017,M,1889,6870,4237,816,1120,1783,4648,21528,0,3633,14549,7469,4744,1150,3084,4996,70689,3013,0
Zlínský kraj,2017,Z,1472,3297,1010,1867,3114,1913,4294,1985,0,5509,19657,6490,13724,503,14777,2727,37904,737,727
Zlínský kraj,2018,M,2733,7886,6432,2028,1770,1215,4328,22675,0,3602,14379,7631,5376,1300,1974,4670,71865,1094,823
Zlínský kraj,2018,Z,2935,3577,1570,1033,2720,1631,4120,1708,0,5239,20310,8157,13216,0,13974,1739,38210,613,510
Zlínský kraj,2019,M,2664,8994,4780,1613,2243,0,4090,21427,0,2168,14731,5630,4457,1611,3504,4047,73241,2372,683
Zlínský kraj,2019,Z,2438,4932,1211,1154,3589,1625,5150,1941,0,5488,16795,6817,13748,0,15726,1873,36285,1217,794
Zlínský kraj,2020,M,848,7745,4055,1696,1233,1362,5540,19679,0,2216,14882,7418,3213,1451,4665,5802,71442,3139,673
Zlínský kraj,2020,Z,1194,3311,1502,1685,3655,1470,3860,1572,0,4012,16337,7437,15321,0,17657,1883,36477,1026,514
Zlínský kraj,2021,M,1860,8295,3012,2258,1117,1193,4693,18913,0,2706,14675,5951,5065,1502,4414,4459,69345,2985,1245
Zlínský kraj,2021,Z,1214,4093,595,1635,4499,1619,3265,1099,0,3682,19131,9025,15835,0,17495,1404,31960,1479,0
Zlínský kraj,2022,M,1917,8648,5573,1700,1304,1411,5333,22255,0,2899,13166,8405,1671,1225,3949,4497,66702,3234,1025
Zlínský kraj,2022,Z,2230,1684,1049,1519,3313,1849,4022,1308,0,5406,19283,8356,14386,0,15568,1992,32103,1271,633
Zlínský kraj,2023,M,2088,8187,3781,877,1128,1706,6020,19995,0,3118,15266,5490,2539,1382,3800,6233,68571,3148,738
Zlínský kraj,2023,Z,2538,2552,721,1392,3504,1667,5201,913,0,4972,17573,7966,16235,0,18219,1976,28939,980,533
Zlínský kraj,2024,M,1475,8518,4357,1428,2533,1996,4467,20486,0,2636,13647,6853,3440,2001,5138,6911,63626,1676,567
Zlínský kraj,2024,Z,1857,3435,581,1420,5401,1656,5440,1752,0,4303,15843,8497,17613,0,19843,1325,29632,668,677
Ústecký kraj,1993,M,3749,26010,2277,1107,2926,1125,3192,40587,21836,3550,14591,12851,5864,6975,3970,13097,58173,2474,1235
Ústecký kraj,1993,Z,1869,10250,3007,1727,4492,4196,1998,2632,6739,6462,24886,4993,18731,4605,17140,9275,47863,1390,1713
Ústecký kraj,1994,M,3449,21463,1645,857,2037,1123,3028,34895,21099,5076,18244,15420,3904,7961,4182,12232,58159,2698,1069
Ústecký kraj,1994,Z,2101,9957,3147,1371,3975,3671,1949,3501,5800,5724,30122,8401,16101,3496,15146,9243,43687,1372,1771
Ústecký kraj,1995,M,3290,24679,1636,1112,1679,1913,3455,36824,17859,5494,20873,13751,3703,7291,3857,11043,55372,3021,847
Ústecký kraj,1995,Z,2705,10618,3305,1241,4510,5155,2401,3764,4461,6420,28784,8296,14223,2607,17806,7954,42210,1384,1626
Ústecký kraj,1996,M,3979,24322,2031,1092,1452,2402,3372,39488,14912,4915,19012,13014,4352,7696,3089,12495,50939,3214,1411
Ústecký kraj,1996,Z,2698,9745,3613,1170,4123,4358,3057,2499,3925,5874,30433,7278,15979,2598,18095,6313,40842,1278,991
Ústecký kraj,1997,M,3880,23214,2005,1147,1672,3075,3708,39607,16285,4474,21758,17353,4160,5590,3568,9203,50473,3541,728
Ústecký kraj,1997,Z,2446,8663,2872,1237,5269,3439,3297,3510,4696,6456,30499,9122,15187,3161,17145,5010,41541,1433,513
Ústecký kraj,1998,M,3745,24631,2729,2306,2181,3382,3784,37993,12823,4990,20954,14475,3008,7382,3651,9430,52410,3656,0
Ústecký kraj,1998,Z,2409,6909,2429,1780,6287,2908,3134,3300,3764,7289,26617,8880,15252,3531,14682,7085,37373,1422,701
Ústecký kraj,1999,M,3505,23967,3502,3134,2271,2219,3817,35422,12457,4105,22018,15376,3015,6471,3559,8753,48302,3401,1124
Ústecký kraj,1999,Z,2506,8843,2670,1385,4517,2922,3489,2728,2321,7111,24996,9103,13625,2573,16567,6706,32568,945,637
Ústecký kraj,2000,M,4595,23953,2997,2499,1682,2284,5538,36082,11003,3560,18129,18989,2946,6994,3987,9926,45127,2855,1660
Ústecký kraj,2000,Z,2720,9596,2549,2081,3932,3320,3715,2403,2507,4525,19454,11108,14539,2160,18122,4922,34048,585,1353
Ústecký kraj,2001,M,4193,22069,2965,2459,1673,2461,4404,35507,10625,5032,19362,16182,3847,7506,5583,7958,53351,2966,1219
Ústecký kraj,2001,Z,2328,8123,2805,1568,5225,2492,3582,2241,4856,4514,22015,11772,15459,2510,20196,4217,35711,799,1497
Ústecký kraj,2002,M,3678,24046,2906,2126,3087,2589,3888,33724,9756,4925,20243,12798,5061,8168,4150,7708,52609,3023,842
Ústecký kraj,2002,Z,2530,6673,2986,2031,5546,2846,3651,3547,3429,6794,25490,11859,17043,2845,18335,4364,30265,1404,702
Ústecký kraj,2003,M,3588,20879,2711,1768,3299,2656,4521,35145,9917,6005,27527,12972,3059,7655,4426,8030,47348,2989,1824
Ústecký kraj,2003,Z,2989,7202,3092,1578,5827,3102,5092,2671,2858,5684,27672,8839,16859,1800,15389,3623,30704,802,700
Ústecký kraj,2004,M,3337,22772,2898,2476,2482,2326,3565,30560,10779,5578,25927,14421,3395,7480,6175,5809,46621,3774,1107
Ústecký kraj,2004,Z,3008,7961,3038,1969,5302,3015,4571,2639,2155,6562,31485,11438,14627,1323,20681,1805,32794,641,1327
Ústecký kraj,2005,M,4065,24766,2908,3399,2554,1622,4138,32872,8773,6089,21381,12291,3968,7530,5229,6109,51964,4158,1163
Ústecký kraj,2005,Z,2566,10596,3898,1976,5178,4769,3728,3125,2432,6761,24702,10436,12339,2129,18616,2730,33774,1397,1285
Ústecký kraj,2006,M,5047,25271,3380,3781,3064,1226,6047,28821,8054,7184,20670,13322,5290,7294,4381,5461,58396,3678,1885
Ústecký kraj,2006,Z,3094,8292,2885,2000,4212,3837,4806,3318,3098,7081,21409,8056,13086,1385,21357,3995,35214,868,2369
Ústecký kraj,2007,M,5014,21403,3659,3570,3013,2693,4743,31508,9095,5443,17235,12082,4516,6911,4641,5618,65585,4255,1761
Ústecký kraj,2007,Z,3180,6155,2460,2367,4013,3923,4908,2575,1625,8081,23832,10341,12166,870,22301,3344,33047,721,2386
Ústecký kraj,2008,M,5331,23566,3669,3399,3513,2864,3225,34045,9874,4529,22862,14368,4317,7288,4231,6175,61646,4961,1291
Ústecký kraj,2008,Z,4995,7020,1888,2204,4665,4086,4690,2669,2260,7507,23493,11028,11531,1233,17007,4240,37517,1109,1157
Ústecký kraj,2009,M,4546,21031,3220,3498,3262,864,4029,34451,9826,6337,22521,13485,5317,8106,5534,4442,61418,5017,1777
Ústecký kraj,2009,Z,3743,8967,1926,1670,4909,2616,3809,1979,2438,7252,26350,10759,12321,1826,15156,3369,35671,525,703
Ústecký kraj,2010,M,5136,24335,4114,959,3016,1450,5538,40264,10399,4353,15516,14636,3788,5581,4356,4877,59870,4982,2174
Ústecký kraj,2010,Z,4366,6994,1636,2133,5465,3005,4732,2521,2182,6557,24963,11300,14838,1130,18993,2666,30773,852,534
Ústecký kraj,2011,M,5008,20425,4992,2486,2762,2306,4424,37964,6608,5772,16560,11276,2579,4517,3171,6865,66601,4823,2554
Ústecký kraj,2011,Z,4318,6821,1977,3206,5853,3015,4813,3053,1880,6594,21379,11114,18227,1591,21028,2385,31179,959,1011
Ústecký kraj,2012,M,5330,19256,2316,2927,1825,3835,6605,34617,7000,5095,20086,12276,2768,6375,3503,5135,64704,3575,2148
Ústecký kraj,2012,Z,2151,6176,1165,2620,5796,2267,4610,2545,941,5510,23462,10713,17908,867,22337,2513,30316,642,2106
Ústecký kraj,2013,M,7103,20824,3654,1408,2414,3243,5752,31866,6185,5916,18876,14544,4158,5851,3505,6856,64061,3710,3044
Ústecký kraj,2013,Z,3688,6045,839,2190,6097,2990,6119,2353,718,6172,26164,9640,17654,1078,21840,3913,30285,548,2119
Ústecký kraj,2014,M,7118,15961,4170,3315,4079,3550,7493,29451,5396,5449,20024,15284,3683,5470,5003,5548,63160,3927,4235
Ústecký kraj,2014,Z,5916,7876,2207,3081,5226,4171,5047,2032,721,7923,25935,10285,15637,1131,19472,2148,30157,621,2047
Ústecký kraj,2015,M,7587,16148,4423,2251,3432,2960,6523,29750,6378,7597,21457,14111,3801,5705,3762,5575,59232,5479,1964
Ústecký kraj,2015,Z,5101,6913,1575,2237,5560,4780,5893,2028,874,7550,29596,12915,14311,937,18378,1266,32072,1312,1696
Ústecký kraj,2016,M,6161,22433,3914,3181,2597,921,4459,29023,7593,6786,21459,14311,4716,6381,3601,4520,66494,4118,1129
Ústecký kraj,2016,Z,2983,6491,1126,3124,4786,5371,5727,2857,775,8904,28159,12094,20132,621,20548,2330,37637,1339,788
Ústecký kraj,2017,M,6549,21884,3469,3404,2349,1909,4943,28102,7843,6189,20528,14602,3609,6167,2342,6241,71579,4392,802
Ústecký kraj,2017,Z,3941,5196,1529,3942,6099,4955,7985,2264,731,6819,25494,13507,18002,1844,22245,3979,34154,1250,644
Ústecký kraj,2018,M,5947,22275,5479,2943,1189,1951,4919,26032,9495,6007,22550,15606,3773,4413,3027,5577,70555,5193,1810
Ústecký kraj,2018,Z,3232,8071,1946,3223,5519,3462,7554,1037,1190,7802,27668,14138,17914,1902,22243,2795,30783,1671,1699
Ústecký kraj,2019,M,6557,24423,4038,3621,1263,1669,4540,27776,8688,5195,19367,13419,3111,3877,3594,7114,71502,6259,2202
Ústecký kraj,2019,Z,4202,6599,1512,3380,4628,3029,6094,1717,757,8380,24109,14599,16769,1086,23831,4231,34579,1614,2253
Ústecký kraj,2020,M,6470,19425,4661,2577,1998,2163,3945,28264,7414,4616,17166,18956,3608,6430,4383,5823,75061,5616,2563
Ústecký kraj,2020,Z,5723,4801,1450,3946,3093,3546,6710,2106,1984,9663,22739,8888,17627,806,24295,2456,36717,1383,2097
Ústecký kraj,2021,M,5868,20276,6933,3593,2498,2867,4588,33609,6327,4011,18841,14254,5003,4288,4003,6207,69309,4452,2234
Ústecký kraj,2021,Z,4692,3742,1747,2721,3249,3167,7963,1337,1399,7168,23489,14116,21393,1099,25646,1621,34481,1917,1287
Ústecký kraj,2022,M,3618,24182,4066,3392,1586,2805,4391,30812,5065,5323,19713,12186,5017,4524,5398,6063,68240,4279,1287
Ústecký kraj,2022,Z,3602,7038,1574,3197,5616,3101,5865,1578,1042,7705,24260,13447,20659,857,25555,2057,32873,2423,926
Ústecký kraj,2023,M,4447,22738,4118,4472,1561,2348,6842,32798,6665,6041,16625,11702,4325,7226,6569,4173,59413,2942,1384
Ústecký kraj,2023,Z,5417,7803,1061,2581,3952,3292,6991,2523,1544,7691,17656,10335,22058,837,26618,1833,33247,940,1797
Ústecký kraj,2024,M,3994,22345,3837,2259,1322,1940,5692,33415,6222,4598,15536,15798,4336,6176,6614,6004,58810,5078,1599
Ústecký kraj,2024,Z,4797,4831,1784,1386,4269,4012,5721,2044,755,6602,18243,14282,20349,1434,24821,2045,37838,1529,1345
