Kraj,Převažující činnost,Rok,Mzda_Kc
Jihočeský kraj, Informační a komunikační činnosti,2021,39362
Jihočeský kraj, Peněžnictví a pojišťovnictví,2021,45452
Jihočeský kraj, Činnosti v oblasti nemovitostí,2021,26130
Jihočeský kraj," Profesní, vědecké a technické činnosti",2021,32231
Jihočeský kraj, Administrativní a podpůrné činnosti,2021,23121
Jihočeský kraj, Veřejná správa a obrana; povinné sociální zabezpečení,2021,38149
Jihočeský kraj, Vzdělávání,2021,35786
Jihočeský kraj, Zdravotní a sociální péče,2021,43573
Jihočeský kraj," Kulturní, zábavní a rekreační činnosti",2021,29449
Jihočeský kraj, Ostatní činnosti,2021,22670
Jihomoravský kraj," Zemědělství, lesnictví, rybářství",2021,28539
Jihomoravský kraj, Těžba a dobývání,2021,48949
Jihomoravský kraj, Zpracovatelský průmysl,2021,34233
Jihomoravský kraj," Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2021,50007
Jihomoravský kraj," Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",2021,34001
Jihomoravský kraj, Stavebnictví,2021,32122
Jihomoravský kraj, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2021,32022
Jihomoravský kraj, Doprava a skladování,2021,30670
Jihomoravský kraj," Ubytování, stravování a pohostinství",2021,19849
Jihomoravský kraj, Informační a komunikační činnosti,2021,60345
Jihomoravský kraj, Peněžnictví a pojišťovnictví,2021,47168
Jihomoravský kraj, Činnosti v oblasti nemovitostí,2021,26470
Jihomoravský kraj," Profesní, vědecké a technické činnosti",2021,40016
Jihomoravský kraj, Administrativní a podpůrné činnosti,2021,26058
Jihomoravský kraj, Veřejná správa a obrana; povinné sociální zabezpečení,2021,38322
Jihomoravský kraj, Vzdělávání,2021,36397
Jihomoravský kraj, Zdravotní a sociální péče,2021,43655
Jihomoravský kraj," Kulturní, zábavní a rekreační činnosti",2021,28402
Jihomoravský kraj, Ostatní činnosti,2021,24385
Karlovarský kraj," Zemědělství, lesnictví, rybářství",2021,31166
Karlovarský kraj, Těžba a dobývání,2021,35359
Karlovarský kraj, Zpracovatelský průmysl,2021,31298
Karlovarský kraj," Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2021,41400
Karlovarský kraj," Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",2021,29031
Karlovarský kraj, Stavebnictví,2021,28761
Karlovarský kraj, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2021,26942
Karlovarský kraj, Doprava a skladování,2021,30900
Karlovarský kraj," Ubytování, stravování a pohostinství",2021,22839
Karlovarský kraj, Informační a komunikační činnosti,2021,32528
Karlovarský kraj, Peněžnictví a pojišťovnictví,2021,43478
Karlovarský kraj, Činnosti v oblasti nemovitostí,2021,24519
Karlovarský kraj," Profesní, vědecké a technické činnosti",2021,28978
Karlovarský kraj, Administrativní a podpůrné činnosti,2021,24800
Karlovarský kraj, Veřejná správa a obrana; povinné sociální zabezpečení,2021,38219
Karlovarský kraj, Vzdělávání,2021,36278
Karlovarský kraj, Zdravotní a sociální péče,2021,37122
Karlovarský kraj," Kulturní, zábavní a rekreační činnosti",2021,27990
Karlovarský kraj, Ostatní činnosti,2021,23224
Královéhradecký kraj," Zemědělství, lesnictví, rybářství",2021,32342
Královéhradecký kraj, Těžba a dobývání,2021,31998
Královéhradecký kraj, Zpracovatelský průmysl,2021,35402
Královéhradecký kraj," Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2021,52636
Královéhradecký kraj," Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",2021,29189
Královéhradecký kraj, Stavebnictví,2021,30123
Královéhradecký kraj, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2021,29202
Královéhradecký kraj, Doprava a skladování,2021,30161
Královéhradecký kraj," Ubytování, stravování a pohostinství",2021,20995
Královéhradecký kraj, Informační a komunikační činnosti,2021,46531
Královéhradecký kraj, Peněžnictví a pojišťovnictví,2021,53030
Královéhradecký kraj, Činnosti v oblasti nemovitostí,2021,24353
Královéhradecký kraj," Profesní, vědecké a technické činnosti",2021,32693
Královéhradecký kraj, Administrativní a podpůrné činnosti,2021,24340
Královéhradecký kraj, Veřejná správa a obrana; povinné sociální zabezpečení,2021,38528
Královéhradecký kraj, Vzdělávání,2021,35794
Královéhradecký kraj, Zdravotní a sociální péče,2021,43028
Královéhradecký kraj," Kulturní, zábavní a rekreační činnosti",2021,27751
Královéhradecký kraj, Ostatní činnosti,2021,22567
Liberecký kraj," Zemědělství, lesnictví, rybářství",2021,28104
Liberecký kraj, Těžba a dobývání,2021,39153
Liberecký kraj, Zpracovatelský průmysl,2021,34421
Liberecký kraj," Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2021,42562
Liberecký kraj," Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",2021,32867
Liberecký kraj, Stavebnictví,2021,30851
Liberecký kraj, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2021,26993
Liberecký kraj, Doprava a skladování,2021,29612
Liberecký kraj," Ubytování, stravování a pohostinství",2021,19778
Liberecký kraj, Informační a komunikační činnosti,2021,46418
Liberecký kraj, Peněžnictví a pojišťovnictví,2021,41034
Liberecký kraj, Činnosti v oblasti nemovitostí,2021,27213
Liberecký kraj," Profesní, vědecké a technické činnosti",2021,36771
Liberecký kraj, Administrativní a podpůrné činnosti,2021,20065
Liberecký kraj, Veřejná správa a obrana; povinné sociální zabezpečení,2021,37512
Liberecký kraj, Vzdělávání,2021,36225
Liberecký kraj, Zdravotní a sociální péče,2021,39717
Liberecký kraj," Kulturní, zábavní a rekreační činnosti",2021,27177
Liberecký kraj, Ostatní činnosti,2021,21870
Moravskoslezský kraj," Zemědělství, lesnictví, rybářství",2021,27712
Moravskoslezský kraj, Těžba a dobývání,2021,42333
Moravskoslezský kraj, Zpracovatelský průmysl,2021,34298
Moravskoslezský kraj," Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2021,46552
Moravskoslezský kraj," Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",2021,31278
Moravskoslezský kraj, Stavebnictví,2021,28795
Moravskoslezský kraj, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2021,28582
Moravskoslezský kraj, Doprava a skladování,2021,31176
Moravskoslezský kraj," Ubytování, stravování a pohostinství",2021,18221
Moravskoslezský kraj, Informační a komunikační činnosti,2021,47089
Moravskoslezský kraj, Peněžnictví a pojišťovnictví,2021,40806
Moravskoslezský kraj, Činnosti v oblasti nemovitostí,2021,28246
Moravskoslezský kraj," Profesní, vědecké a technické činnosti",2021,33029
Moravskoslezský kraj, Administrativní a podpůrné činnosti,2021,21943
Moravskoslezský kraj, Veřejná správa a obrana; povinné sociální zabezpečení,2021,38719
Moravskoslezský kraj, Vzdělávání,2021,35859
Moravskoslezský kraj, Zdravotní a sociální péče,2021,41140
Moravskoslezský kraj," Kulturní, zábavní a rekreační činnosti",2021,27857
Moravskoslezský kraj, Ostatní činnosti,2021,24143
Olomouckáý kraj," Zemědělství, lesnictví, rybářství",2021,29503
Olomouckáý kraj, Těžba a dobývání,2021,36252
Olomouckáý kraj, Zpracovatelský průmysl,2021,33187
Olomouckáý kraj," Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2021,44809
Olomouckáý kraj," Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",2021,29670
Olomouckáý kraj, Stavebnictví,2021,31133
Olomouckáý kraj, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2021,29623
Olomouckáý kraj, Doprava a skladování,2021,31536
Olomouckáý kraj," Ubytování, stravování a pohostinství",2021,19168
Olomouckáý kraj, Informační a komunikační činnosti,2021,42890
Olomouckáý kraj, Peněžnictví a pojišťovnictví,2021,41635
Olomouckáý kraj, Činnosti v oblasti nemovitostí,2021,26071
Olomouckáý kraj," Profesní, vědecké a technické činnosti",2021,33227
Olomouckáý kraj, Administrativní a podpůrné činnosti,2021,16851
Olomouckáý kraj, Veřejná správa a obrana; povinné sociální zabezpečení,2021,37894
Olomouckáý kraj, Vzdělávání,2021,36041
Olomouckáý kraj, Zdravotní a sociální péče,2021,43241
Olomouckáý kraj," Kulturní, zábavní a rekreační činnosti",2021,27603
Olomouckáý kraj, Ostatní činnosti,2021,22841
Pardubický kraj," Zemědělství, lesnictví, rybářství",2021,29984
Pardubický kraj, Těžba a dobývání,2021,39198
Pardubický kraj, Zpracovatelský průmysl,2021,33603
Pardubický kraj," Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2021,46429
Pardubický kraj," Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",2021,31819
Pardubický kraj, Stavebnictví,2021,32063
Pardubický kraj, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2021,29260
Pardubický kraj, Doprava a skladování,2021,31315
Pardubický kraj," Ubytování, stravování a pohostinství",2021,19827
Pardubický kraj, Informační a komunikační činnosti,2021,38769
Pardubický kraj, Peněžnictví a pojišťovnictví,2021,43446
Pardubický kraj, Činnosti v oblasti nemovitostí,2021,25210
Pardubický kraj," Profesní, vědecké a technické činnosti",2021,32533
Pardubický kraj, Administrativní a podpůrné činnosti,2021,20678
Pardubický kraj, Veřejná správa a obrana; povinné sociální zabezpečení,2021,36970
Pardubický kraj, Vzdělávání,2021,36192
Pardubický kraj, Zdravotní a sociální péče,2021,37768
Pardubický kraj," Kulturní, zábavní a rekreační činnosti",2021,27424
Pardubický kraj, Ostatní činnosti,2021,22555
Plzeňský kraj," Zemědělství, lesnictví, rybářství",2021,31882
Plzeňský kraj, Těžba a dobývání,2021,37480
Plzeňský kraj, Zpracovatelský průmysl,2021,37038
Plzeňský kraj," Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2021,49300
Plzeňský kraj," Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",2021,33750
Plzeňský kraj, Stavebnictví,2021,32412
Plzeňský kraj, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2021,30173
Plzeňský kraj, Doprava a skladování,2021,32343
Plzeňský kraj," Ubytování, stravování a pohostinství",2021,19853
Plzeňský kraj, Informační a komunikační činnosti,2021,50916
Plzeňský kraj, Peněžnictví a pojišťovnictví,2021,46128
Plzeňský kraj, Činnosti v oblasti nemovitostí,2021,25195
Plzeňský kraj," Profesní, vědecké a technické činnosti",2021,39090
Plzeňský kraj, Administrativní a podpůrné činnosti,2021,21356
Plzeňský kraj, Veřejná správa a obrana; povinné sociální zabezpečení,2021,39188
Plzeňský kraj, Vzdělávání,2021,35911
Plzeňský kraj, Zdravotní a sociální péče,2021,45828
Plzeňský kraj," Kulturní, zábavní a rekreační činnosti",2021,29594
Plzeňský kraj, Ostatní činnosti,2021,23738
Praha," Zemědělství, lesnictví, rybářství",2021,21049
Praha, Těžba a dobývání,2021,50770
Praha, Zpracovatelský průmysl,2021,41721
Praha," Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2021,72415
Praha," Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",2021,38518
Praha, Stavebnictví,2021,34580
Praha, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2021,43888
Praha, Doprava a skladování,2021,39255
Praha," Ubytování, stravování a pohostinství",2021,22353
Praha, Informační a komunikační činnosti,2021,75465
Praha, Peněžnictví a pojišťovnictví,2021,71907
Praha, Činnosti v oblasti nemovitostí,2021,32526
Praha," Profesní, vědecké a technické činnosti",2021,52001
Praha, Administrativní a podpůrné činnosti,2021,25645
Praha, Veřejná správa a obrana; povinné sociální zabezpečení,2021,48053
Praha, Vzdělávání,2021,37303
Praha, Zdravotní a sociální péče,2021,46511
Praha," Kulturní, zábavní a rekreační činnosti",2021,35435
Praha, Ostatní činnosti,2021,29330
Středočeský kraj," Zemědělství, lesnictví, rybářství",2021,30171
Středočeský kraj, Těžba a dobývání,2021,34620
Středočeský kraj, Zpracovatelský průmysl,2021,42825
Středočeský kraj," Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2021,52334
Středočeský kraj," Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",2021,33263
Středočeský kraj, Stavebnictví,2021,31114
Středočeský kraj, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2021,34777
Středočeský kraj, Doprava a skladování,2021,34381
Středočeský kraj," Ubytování, stravování a pohostinství",2021,20665
Středočeský kraj, Informační a komunikační činnosti,2021,41830
Středočeský kraj, Peněžnictví a pojišťovnictví,2021,47961
Středočeský kraj, Činnosti v oblasti nemovitostí,2021,27891
Středočeský kraj," Profesní, vědecké a technické činnosti",2021,37366
Středočeský kraj, Administrativní a podpůrné činnosti,2021,25917
Středočeský kraj, Veřejná správa a obrana; povinné sociální zabezpečení,2021,37976
Středočeský kraj, Vzdělávání,2021,36110
Středočeský kraj, Zdravotní a sociální péče,2021,39678
Středočeský kraj," Kulturní, zábavní a rekreační činnosti",2021,29540
Středočeský kraj, Ostatní činnosti,2021,23912
Ústecký kraj," Zemědělství, lesnictví, rybářství",2021,28626
Ústecký kraj, Těžba a dobývání,2021,36816
Ústecký kraj, Zpracovatelský průmysl,2021,36026
Ústecký kraj," Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2021,52018
Ústecký kraj," Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",2021,30380
Ústecký kraj, Stavebnictví,2021,30965
Ústecký kraj, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2021,28275
Ústecký kraj, Doprava a skladování,2021,32092
Ústecký kraj," Ubytování, stravování a pohostinství",2021,19083
Ústecký kraj, Informační a komunikační činnosti,2021,38233
Ústecký kraj, Peněžnictví a pojišťovnictví,2021,43207
Ústecký kraj, Činnosti v oblasti nemovitostí,2021,25804
Ústecký kraj," Profesní, vědecké a technické činnosti",2021,31954
Ústecký kraj, Administrativní a podpůrné činnosti,2021,21094
Ústecký kraj, Veřejná správa a obrana; povinné sociální zabezpečení,2021,37607
Ústecký kraj, Vzdělávání,2021,36132
Ústecký kraj, Zdravotní a sociální péče,2021,41436
Ústecký kraj," Kulturní, zábavní a rekreační činnosti",2021,27351
Ústecký kraj, Ostatní činnosti,2021,22488
Vysočina," Zemědělství, lesnictví, rybářství",2021,30735
Vysočina, Těžba a dobývání,2021,36199
Vysočina, Zpracovatelský průmysl,2021,34215
Vysočina," Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2021,61856
Vysočina," Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",2021,31476
Vysočina, Stavebnictví,2021,33319
Vysočina, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2021,28571
Vysočina, Doprava a skladování,2021,31363
