Kraj,Převažující činnost,Rok,Mzda_Kc
Liberecký kraj, Stavebnictví,2014,21872
Liberecký kraj, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2014,19059
Liberecký kraj, Doprava a skladování,2014,23912
Liberecký kraj," Ubytování, stravování a pohostinství",2014,11146
Liberecký kraj, Informační a komunikační činnosti,2014,32865
Liberecký kraj, Peněžnictví a pojišťovnictví,2014,33672
Liberecký kraj, Činnosti v oblasti nemovitostí,2014,18175
Liberecký kraj," Profesní, vědecké a technické činnosti",2014,25752
Liberecký kraj, Administrativní a podpůrné činnosti,2014,13402
Liberecký kraj, Veřejná správa a obrana; povinné sociální zabezpečení,2014,24628
Liberecký kraj, Vzdělávání,2014,21982
Liberecký kraj, Zdravotní a sociální péče,2014,23130
Liberecký kraj," Kulturní, zábavní a rekreační činnosti",2014,18159
Liberecký kraj, Ostatní činnosti,2014,13490
Moravskoslezský kraj," Zemědělství, lesnictví, rybářství",2014,20021
Moravskoslezský kraj, Těžba a dobývání,2014,32817
Moravskoslezský kraj, Zpracovatelský průmysl,2014,25394
Moravskoslezský kraj," Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2014,34086
Moravskoslezský kraj," Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",2014,22705
Moravskoslezský kraj, Stavebnictví,2014,20549
Moravskoslezský kraj, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2014,18716
Moravskoslezský kraj, Doprava a skladování,2014,21751
Moravskoslezský kraj," Ubytování, stravování a pohostinství",2014,11196
Moravskoslezský kraj, Informační a komunikační činnosti,2014,34325
Moravskoslezský kraj, Peněžnictví a pojišťovnictví,2014,28292
Moravskoslezský kraj, Činnosti v oblasti nemovitostí,2014,19590
Moravskoslezský kraj," Profesní, vědecké a technické činnosti",2014,24493
Moravskoslezský kraj, Administrativní a podpůrné činnosti,2014,15036
Moravskoslezský kraj, Veřejná správa a obrana; povinné sociální zabezpečení,2014,26045
Moravskoslezský kraj, Vzdělávání,2014,22155
Moravskoslezský kraj, Zdravotní a sociální péče,2014,23777
Moravskoslezský kraj," Kulturní, zábavní a rekreační činnosti",2014,18372
Moravskoslezský kraj, Ostatní činnosti,2014,16826
Olomouckáý kraj," Zemědělství, lesnictví, rybářství",2014,21577
Olomouckáý kraj, Těžba a dobývání,2014,26225
Olomouckáý kraj, Zpracovatelský průmysl,2014,23409
Olomouckáý kraj," Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2014,28548
Olomouckáý kraj," Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",2014,21381
Olomouckáý kraj, Stavebnictví,2014,20960
Olomouckáý kraj, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2014,19324
Olomouckáý kraj, Doprava a skladování,2014,21202
Olomouckáý kraj," Ubytování, stravování a pohostinství",2014,11384
Olomouckáý kraj, Informační a komunikační činnosti,2014,30002
Olomouckáý kraj, Peněžnictví a pojišťovnictví,2014,31601
Olomouckáý kraj, Činnosti v oblasti nemovitostí,2014,17174
Olomouckáý kraj," Profesní, vědecké a technické činnosti",2014,23907
Olomouckáý kraj, Administrativní a podpůrné činnosti,2014,12422
Olomouckáý kraj, Veřejná správa a obrana; povinné sociální zabezpečení,2014,25297
Olomouckáý kraj, Vzdělávání,2014,22770
Olomouckáý kraj, Zdravotní a sociální péče,2014,24979
Olomouckáý kraj," Kulturní, zábavní a rekreační činnosti",2014,18316
Olomouckáý kraj, Ostatní činnosti,2014,14587
Pardubický kraj," Zemědělství, lesnictví, rybářství",2014,21414
Pardubický kraj, Těžba a dobývání,2014,24814
Pardubický kraj, Zpracovatelský průmysl,2014,23840
Pardubický kraj," Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2014,39608
Pardubický kraj," Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",2014,21853
Pardubický kraj, Stavebnictví,2014,21010
Pardubický kraj, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2014,18766
Pardubický kraj, Doprava a skladování,2014,22111
Pardubický kraj," Ubytování, stravování a pohostinství",2014,12081
Pardubický kraj, Informační a komunikační činnosti,2014,30474
Pardubický kraj, Peněžnictví a pojišťovnictví,2014,36083
Pardubický kraj, Činnosti v oblasti nemovitostí,2014,18320
Pardubický kraj," Profesní, vědecké a technické činnosti",2014,24942
Pardubický kraj, Administrativní a podpůrné činnosti,2014,12223
Pardubický kraj, Veřejná správa a obrana; povinné sociální zabezpečení,2014,24836
Pardubický kraj, Vzdělávání,2014,21672
Pardubický kraj, Zdravotní a sociální péče,2014,21387
Pardubický kraj," Kulturní, zábavní a rekreační činnosti",2014,17779
Pardubický kraj, Ostatní činnosti,2014,15379
Plzeňský kraj," Zemědělství, lesnictví, rybářství",2014,21699
Plzeňský kraj, Těžba a dobývání,2014,27829
Plzeňský kraj, Zpracovatelský průmysl,2014,26071
Plzeňský kraj," Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2014,36380
Plzeňský kraj," Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",2014,23284
Plzeňský kraj, Stavebnictví,2014,22735
Plzeňský kraj, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2014,20410
Plzeňský kraj, Doprava a skladování,2014,21926
Plzeňský kraj," Ubytování, stravování a pohostinství",2014,11534
Plzeňský kraj, Informační a komunikační činnosti,2014,38064
Plzeňský kraj, Peněžnictví a pojišťovnictví,2014,36186
Plzeňský kraj, Činnosti v oblasti nemovitostí,2014,17835
Plzeňský kraj," Profesní, vědecké a technické činnosti",2014,25868
Plzeňský kraj, Administrativní a podpůrné činnosti,2014,14922
Plzeňský kraj, Veřejná správa a obrana; povinné sociální zabezpečení,2014,26561
Plzeňský kraj, Vzdělávání,2014,22174
Plzeňský kraj, Zdravotní a sociální péče,2014,26778
Plzeňský kraj," Kulturní, zábavní a rekreační činnosti",2014,21714
Plzeňský kraj, Ostatní činnosti,2014,15910
Praha," Zemědělství, lesnictví, rybářství",2014,14779
Praha, Těžba a dobývání,2014,31930
Praha, Zpracovatelský průmysl,2014,31251
Praha," Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2014,56993
Praha," Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",2014,28008
Praha, Stavebnictví,2014,26214
Praha, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2014,30605
Praha, Doprava a skladování,2014,29553
Praha," Ubytování, stravování a pohostinství",2014,16093
Praha, Informační a komunikační činnosti,2014,56342
Praha, Peněžnictví a pojišťovnictví,2014,59101
Praha, Činnosti v oblasti nemovitostí,2014,22039
Praha," Profesní, vědecké a technické činnosti",2014,38428
Praha, Administrativní a podpůrné činnosti,2014,18947
Praha, Veřejná správa a obrana; povinné sociální zabezpečení,2014,32881
Praha, Vzdělávání,2014,24642
Praha, Zdravotní a sociální péče,2014,27810
Praha," Kulturní, zábavní a rekreační činnosti",2014,23082
Praha, Ostatní činnosti,2014,22387
Středočeský kraj," Zemědělství, lesnictví, rybářství",2014,22057
Středočeský kraj, Těžba a dobývání,2014,25465
Středočeský kraj, Zpracovatelský průmysl,2014,29561
Středočeský kraj," Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2014,37844
Středočeský kraj," Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",2014,23135
Středočeský kraj, Stavebnictví,2014,21184
Středočeský kraj, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2014,23463
Středočeský kraj, Doprava a skladování,2014,25174
Středočeský kraj," Ubytování, stravování a pohostinství",2014,12209
Středočeský kraj, Informační a komunikační činnosti,2014,30331
Středočeský kraj, Peněžnictví a pojišťovnictví,2014,34181
Středočeský kraj, Činnosti v oblasti nemovitostí,2014,17860
Středočeský kraj," Profesní, vědecké a technické činnosti",2014,26704
Středočeský kraj, Administrativní a podpůrné činnosti,2014,17264
Středočeský kraj, Veřejná správa a obrana; povinné sociální zabezpečení,2014,25091
Středočeský kraj, Vzdělávání,2014,21674
Středočeský kraj, Zdravotní a sociální péče,2014,22140
Středočeský kraj," Kulturní, zábavní a rekreační činnosti",2014,19025
Středočeský kraj, Ostatní činnosti,2014,17185
Ústecký kraj," Zemědělství, lesnictví, rybářství",2014,19975
Ústecký kraj, Těžba a dobývání,2014,29616
Ústecký kraj, Zpracovatelský průmysl,2014,24768
Ústecký kraj," Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2014,37757
Ústecký kraj," Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",2014,24396
Ústecký kraj, Stavebnictví,2014,20815
Ústecký kraj, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2014,18133
Ústecký kraj, Doprava a skladování,2014,23868
Ústecký kraj," Ubytování, stravování a pohostinství",2014,10862
Ústecký kraj, Informační a komunikační činnosti,2014,29323
Ústecký kraj, Peněžnictví a pojišťovnictví,2014,32976
Ústecký kraj, Činnosti v oblasti nemovitostí,2014,16822
Ústecký kraj," Profesní, vědecké a technické činnosti",2014,23742
Ústecký kraj, Administrativní a podpůrné činnosti,2014,14130
Ústecký kraj, Veřejná správa a obrana; povinné sociální zabezpečení,2014,24703
Ústecký kraj, Vzdělávání,2014,22271
Ústecký kraj, Zdravotní a sociální péče,2014,22236
Ústecký kraj," Kulturní, zábavní a rekreační činnosti",2014,17360
Ústecký kraj, Ostatní činnosti,2014,15680
Vysočina," Zemědělství, lesnictví, rybářství",2014,21638
Vysočina, Těžba a dobývání,2014,27516
Vysočina, Zpracovatelský průmysl,2014,24070
Vysočina," Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2014,46226
Vysočina," Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",2014,22795
Vysočina, Stavebnictví,2014,22158
Vysočina, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2014,18494
Vysočina, Doprava a skladování,2014,21893
Vysočina," Ubytování, stravování a pohostinství",2014,11664
Vysočina, Informační a komunikační činnosti,2014,30443
Vysočina, Peněžnictví a pojišťovnictví,2014,30817
Vysočina, Činnosti v oblasti nemovitostí,2014,17857
Vysočina," Profesní, vědecké a technické činnosti",2014,21358
Vysočina, Administrativní a podpůrné činnosti,2014,14772
Vysočina, Veřejná správa a obrana; povinné sociální zabezpečení,2014,25255
Vysočina, Vzdělávání,2014,20770
Vysočina, Zdravotní a sociální péče,2014,22759
Vysočina," Kulturní, zábavní a rekreační činnosti",2014,18201
Vysočina, Ostatní činnosti,2014,15790
Zlínský kraj," Zemědělství, lesnictví, rybářství",2014,20815
Zlínský kraj, Těžba a dobývání,2014,28559
Zlínský kraj, Zpracovatelský průmysl,2014,23724
Zlínský kraj," Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2014,29664
Zlínský kraj," Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",2014,21311
Zlínský kraj, Stavebnictví,2014,21304
Zlínský kraj, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2014,19846
Zlínský kraj, Doprava a skladování,2014,16971
Zlínský kraj," Ubytování, stravování a pohostinství",2014,11303
Zlínský kraj, Informační a komunikační činnosti,2014,31006
Zlínský kraj, Peněžnictví a pojišťovnictví,2014,32489
Zlínský kraj, Činnosti v oblasti nemovitostí,2014,19417
Zlínský kraj," Profesní, vědecké a technické činnosti",2014,26208
Zlínský kraj, Administrativní a podpůrné činnosti,2014,15644
Zlínský kraj, Veřejná správa a obrana; povinné sociální zabezpečení,2014,24848
Zlínský kraj, Vzdělávání,2014,21166
Zlínský kraj, Zdravotní a sociální péče,2014,21096
Zlínský kraj," Kulturní, zábavní a rekreační činnosti",2014,18491
Zlínský kraj, Ostatní činnosti,2014,15395
Jihočeský kraj," Zemědělství, lesnictví, rybářství",2015,21516
Jihočeský kraj, Těžba a dobývání,2015,29939
Jihočeský kraj, Zpracovatelský průmysl,2015,24399
Jihočeský kraj," Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2015,40824
Jihočeský kraj," Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",2015,22013
Jihočeský kraj, Stavebnictví,2015,24027
Jihočeský kraj, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2015,20340
Jihočeský kraj, Doprava a skladování,2015,19816
Jihočeský kraj," Ubytování, stravování a pohostinství",2015,12715
Jihočeský kraj, Informační a komunikační činnosti,2015,32547
Jihočeský kraj, Peněžnictví a pojišťovnictví,2015,33776
Jihočeský kraj, Činnosti v oblasti nemovitostí,2015,18484
Jihočeský kraj," Profesní, vědecké a technické činnosti",2015,22922
Jihočeský kraj, Administrativní a podpůrné činnosti,2015,14325
Jihočeský kraj, Veřejná správa a obrana; povinné sociální zabezpečení,2015,26870
Jihočeský kraj, Vzdělávání,2015,22043
Jihočeský kraj, Zdravotní a sociální péče,2015,25627
Jihočeský kraj," Kulturní, zábavní a rekreační činnosti",2015,20795
Jihočeský kraj, Ostatní činnosti,2015,17087
Jihomoravský kraj," Zemědělství, lesnictví, rybářství",2015,20471
Jihomoravský kraj, Těžba a dobývání,2015,44763
Jihomoravský kraj, Zpracovatelský průmysl,2015,25323
Jihomoravský kraj," Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2015,32814
Jihomoravský kraj," Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",2015,25332
Jihomoravský kraj, Stavebnictví,2015,23867
Jihomoravský kraj, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2015,22622
Jihomoravský kraj, Doprava a skladování,2015,22275
Jihomoravský kraj," Ubytování, stravování a pohostinství",2015,12599
Jihomoravský kraj, Informační a komunikační činnosti,2015,46149
Jihomoravský kraj, Peněžnictví a pojišťovnictví,2015,35125
Jihomoravský kraj, Činnosti v oblasti nemovitostí,2015,18062
Jihomoravský kraj," Profesní, vědecké a technické činnosti",2015,29949
Jihomoravský kraj, Administrativní a podpůrné činnosti,2015,15621
Jihomoravský kraj, Veřejná správa a obrana; povinné sociální zabezpečení,2015,26967
Jihomoravský kraj, Vzdělávání,2015,24154
Jihomoravský kraj, Zdravotní a sociální péče,2015,25706
Jihomoravský kraj," Kulturní, zábavní a rekreační činnosti",2015,19598
Jihomoravský kraj, Ostatní činnosti,2015,19420
Karlovarský kraj," Zemědělství, lesnictví, rybářství",2015,20368
Karlovarský kraj, Těžba a dobývání,2015,32300
Karlovarský kraj, Zpracovatelský průmysl,2015,22314
Karlovarský kraj," Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2015,30762
Karlovarský kraj," Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",2015,22573
Karlovarský kraj, Stavebnictví,2015,20988
Karlovarský kraj, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2015,18913
Karlovarský kraj, Doprava a skladování,2015,21383
Karlovarský kraj," Ubytování, stravování a pohostinství",2015,16058
Karlovarský kraj, Informační a komunikační činnosti,2015,24448
Karlovarský kraj, Peněžnictví a pojišťovnictví,2015,31851
Karlovarský kraj, Činnosti v oblasti nemovitostí,2015,20637
Karlovarský kraj," Profesní, vědecké a technické činnosti",2015,19778
Karlovarský kraj, Administrativní a podpůrné činnosti,2015,15486
Karlovarský kraj, Veřejná správa a obrana; povinné sociální zabezpečení,2015,27184
Karlovarský kraj, Vzdělávání,2015,21899
Karlovarský kraj, Zdravotní a sociální péče,2015,21915
Karlovarský kraj," Kulturní, zábavní a rekreační činnosti",2015,21374
Karlovarský kraj, Ostatní činnosti,2015,13959
Královéhradecký kraj," Zemědělství, lesnictví, rybářství",2015,23018
Královéhradecký kraj, Těžba a dobývání,2015,24711
Královéhradecký kraj, Zpracovatelský průmysl,2015,24567
Královéhradecký kraj," Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2015,38587
Královéhradecký kraj," Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",2015,27888
Královéhradecký kraj, Stavebnictví,2015,21760
Královéhradecký kraj, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2015,19851
Královéhradecký kraj, Doprava a skladování,2015,21984
Královéhradecký kraj," Ubytování, stravování a pohostinství",2015,12872
Královéhradecký kraj, Informační a komunikační činnosti,2015,33824
Královéhradecký kraj, Peněžnictví a pojišťovnictví,2015,31272
Královéhradecký kraj, Činnosti v oblasti nemovitostí,2015,17956
Královéhradecký kraj," Profesní, vědecké a technické činnosti",2015,23789
Královéhradecký kraj, Administrativní a podpůrné činnosti,2015,16081
Královéhradecký kraj, Veřejná správa a obrana; povinné sociální zabezpečení,2015,27442
Královéhradecký kraj, Vzdělávání,2015,21468
Královéhradecký kraj, Zdravotní a sociální péče,2015,25396
Královéhradecký kraj," Kulturní, zábavní a rekreační činnosti",2015,19838
Královéhradecký kraj, Ostatní činnosti,2015,15643
Liberecký kraj," Zemědělství, lesnictví, rybářství",2015,20025
Liberecký kraj, Těžba a dobývání,2015,29053
Liberecký kraj, Zpracovatelský průmysl,2015,26522
Liberecký kraj," Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2015,28317
Liberecký kraj," Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",2015,21389
Liberecký kraj, Stavebnictví,2015,22858
Liberecký kraj, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2015,19957
Liberecký kraj, Doprava a skladování,2015,23381
Liberecký kraj," Ubytování, stravování a pohostinství",2015,12457
Liberecký kraj, Informační a komunikační činnosti,2015,34430
Liberecký kraj, Peněžnictví a pojišťovnictví,2015,30968
Liberecký kraj, Činnosti v oblasti nemovitostí,2015,18785
Liberecký kraj," Profesní, vědecké a technické činnosti",2015,26456
Liberecký kraj, Administrativní a podpůrné činnosti,2015,13189
Liberecký kraj, Veřejná správa a obrana; povinné sociální zabezpečení,2015,25327
Liberecký kraj, Vzdělávání,2015,22331
Liberecký kraj, Zdravotní a sociální péče,2015,24241
Liberecký kraj," Kulturní, zábavní a rekreační činnosti",2015,18519
Liberecký kraj, Ostatní činnosti,2015,14259
Moravskoslezský kraj," Zemědělství, lesnictví, rybářství",2015,20402
Moravskoslezský kraj, Těžba a dobývání,2015,32762
Moravskoslezský kraj, Zpracovatelský průmysl,2015,26128
Moravskoslezský kraj," Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2015,35682
Moravskoslezský kraj," Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",2015,23043
Moravskoslezský kraj, Stavebnictví,2015,20793
Moravskoslezský kraj, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2015,19597
Moravskoslezský kraj, Doprava a skladování,2015,22366
Moravskoslezský kraj," Ubytování, stravování a pohostinství",2015,12182
Moravskoslezský kraj, Informační a komunikační činnosti,2015,35365
Moravskoslezský kraj, Peněžnictví a pojišťovnictví,2015,29435
Moravskoslezský kraj, Činnosti v oblasti nemovitostí,2015,21120
Moravskoslezský kraj," Profesní, vědecké a technické činnosti",2015,25443
Moravskoslezský kraj, Administrativní a podpůrné činnosti,2015,16255
Moravskoslezský kraj, Veřejná správa a obrana; povinné sociální zabezpečení,2015,27329
Moravskoslezský kraj, Vzdělávání,2015,22490
Moravskoslezský kraj, Zdravotní a sociální péče,2015,24920
Moravskoslezský kraj," Kulturní, zábavní a rekreační činnosti",2015,19454
Moravskoslezský kraj, Ostatní činnosti,2015,16626
Olomouckáý kraj," Zemědělství, lesnictví, rybářství",2015,21314
Olomouckáý kraj, Těžba a dobývání,2015,28385
Olomouckáý kraj, Zpracovatelský průmysl,2015,24304
Olomouckáý kraj," Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2015,30199
Olomouckáý kraj," Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",2015,21202
Olomouckáý kraj, Stavebnictví,2015,22000
Olomouckáý kraj, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2015,20046
Olomouckáý kraj, Doprava a skladování,2015,22611
Olomouckáý kraj," Ubytování, stravování a pohostinství",2015,12311
Olomouckáý kraj, Informační a komunikační činnosti,2015,30191
Olomouckáý kraj, Peněžnictví a pojišťovnictví,2015,29942
Olomouckáý kraj, Činnosti v oblasti nemovitostí,2015,18705
Olomouckáý kraj," Profesní, vědecké a technické činnosti",2015,23607
Olomouckáý kraj, Administrativní a podpůrné činnosti,2015,13570
Olomouckáý kraj, Veřejná správa a obrana; povinné sociální zabezpečení,2015,25938
Olomouckáý kraj, Vzdělávání,2015,22921
Olomouckáý kraj, Zdravotní a sociální péče,2015,26038
Olomouckáý kraj," Kulturní, zábavní a rekreační činnosti",2015,18814
Olomouckáý kraj, Ostatní činnosti,2015,14981
Pardubický kraj," Zemědělství, lesnictví, rybářství",2015,21550
Pardubický kraj, Těžba a dobývání,2015,27502
Pardubický kraj, Zpracovatelský průmysl,2015,24486
Pardubický kraj," Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2015,36852
Pardubický kraj," Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",2015,22172
Pardubický kraj, Stavebnictví,2015,22012
Pardubický kraj, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2015,19983
Pardubický kraj, Doprava a skladování,2015,22723
Pardubický kraj," Ubytování, stravování a pohostinství",2015,12553
Pardubický kraj, Informační a komunikační činnosti,2015,30595
Pardubický kraj, Peněžnictví a pojišťovnictví,2015,34282
Pardubický kraj, Činnosti v oblasti nemovitostí,2015,21482
Pardubický kraj," Profesní, vědecké a technické činnosti",2015,25270
Pardubický kraj, Administrativní a podpůrné činnosti,2015,13108
Pardubický kraj, Veřejná správa a obrana; povinné sociální zabezpečení,2015,25703
Pardubický kraj, Vzdělávání,2015,21990
Pardubický kraj, Zdravotní a sociální péče,2015,23873
Pardubický kraj," Kulturní, zábavní a rekreační činnosti",2015,19779
Pardubický kraj, Ostatní činnosti,2015,16018
Plzeňský kraj," Zemědělství, lesnictví, rybářství",2015,22478
Plzeňský kraj, Těžba a dobývání,2015,28018
Plzeňský kraj, Zpracovatelský průmysl,2015,27052
Plzeňský kraj," Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2015,36452
Plzeňský kraj," Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",2015,23831
Plzeňský kraj, Stavebnictví,2015,23988
Plzeňský kraj, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2015,21487
Plzeňský kraj, Doprava a skladování,2015,23019
Plzeňský kraj," Ubytování, stravování a pohostinství",2015,12230
Plzeňský kraj, Informační a komunikační činnosti,2015,38411
Plzeňský kraj, Peněžnictví a pojišťovnictví,2015,34821
Plzeňský kraj, Činnosti v oblasti nemovitostí,2015,18987
Plzeňský kraj," Profesní, vědecké a technické činnosti",2015,25904
Plzeňský kraj, Administrativní a podpůrné činnosti,2015,14956
Plzeňský kraj, Veřejná správa a obrana; povinné sociální zabezpečení,2015,28050
Plzeňský kraj, Vzdělávání,2015,22455
Plzeňský kraj, Zdravotní a sociální péče,2015,27828
Plzeňský kraj," Kulturní, zábavní a rekreační činnosti",2015,21917
Plzeňský kraj, Ostatní činnosti,2015,16855
Praha," Zemědělství, lesnictví, rybářství",2015,16705
Praha, Těžba a dobývání,2015,33767
Praha, Zpracovatelský průmysl,2015,31617
Praha," Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2015,53481
Praha," Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",2015,29207
Praha, Stavebnictví,2015,27694
Praha, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2015,31836
Praha, Doprava a skladování,2015,29952
Praha," Ubytování, stravování a pohostinství",2015,16927
Praha, Informační a komunikační činnosti,2015,57940
Praha, Peněžnictví a pojišťovnictví,2015,58111
Praha, Činnosti v oblasti nemovitostí,2015,24330
Praha," Profesní, vědecké a technické činnosti",2015,39146
Praha, Administrativní a podpůrné činnosti,2015,19096
Praha, Veřejná správa a obrana; povinné sociální zabezpečení,2015,34471
Praha, Vzdělávání,2015,25279
Praha, Zdravotní a sociální péče,2015,29231
Praha," Kulturní, zábavní a rekreační činnosti",2015,24374
Praha, Ostatní činnosti,2015,23184
Středočeský kraj," Zemědělství, lesnictví, rybářství",2015,21912
Středočeský kraj, Těžba a dobývání,2015,26401
Středočeský kraj, Zpracovatelský průmysl,2015,30612
Středočeský kraj," Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2015,37197
Středočeský kraj," Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",2015,23637
Středočeský kraj, Stavebnictví,2015,22102
Středočeský kraj, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2015,24999
Středočeský kraj, Doprava a skladování,2015,25796
Středočeský kraj," Ubytování, stravování a pohostinství",2015,12963
Středočeský kraj, Informační a komunikační činnosti,2015,30272
Středočeský kraj, Peněžnictví a pojišťovnictví,2015,34628
Středočeský kraj, Činnosti v oblasti nemovitostí,2015,19602
Středočeský kraj," Profesní, vědecké a technické činnosti",2015,27711
Středočeský kraj, Administrativní a podpůrné činnosti,2015,17004
Středočeský kraj, Veřejná správa a obrana; povinné sociální zabezpečení,2015,26423
Středočeský kraj, Vzdělávání,2015,22104
Středočeský kraj, Zdravotní a sociální péče,2015,22928
Středočeský kraj," Kulturní, zábavní a rekreační činnosti",2015,19842
Středočeský kraj, Ostatní činnosti,2015,17438
Ústecký kraj," Zemědělství, lesnictví, rybářství",2015,19972
Ústecký kraj, Těžba a dobývání,2015,29852
Ústecký kraj, Zpracovatelský průmysl,2015,25547
Ústecký kraj," Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2015,36899
Ústecký kraj," Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",2015,24886
Ústecký kraj, Stavebnictví,2015,22062
Ústecký kraj, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2015,19033
Ústecký kraj, Doprava a skladování,2015,24691
Ústecký kraj," Ubytování, stravování a pohostinství",2015,11780
Ústecký kraj, Informační a komunikační činnosti,2015,29583
Ústecký kraj, Peněžnictví a pojišťovnictví,2015,31910
Ústecký kraj, Činnosti v oblasti nemovitostí,2015,17889
Ústecký kraj," Profesní, vědecké a technické činnosti",2015,24458
Ústecký kraj, Administrativní a podpůrné činnosti,2015,14439
Ústecký kraj, Veřejná správa a obrana; povinné sociální zabezpečení,2015,25876
Ústecký kraj, Vzdělávání,2015,22435
Ústecký kraj, Zdravotní a sociální péče,2015,23606
Ústecký kraj," Kulturní, zábavní a rekreační činnosti",2015,18439
Ústecký kraj, Ostatní činnosti,2015,15333
Vysočina," Zemědělství, lesnictví, rybářství",2015,21750
Vysočina, Těžba a dobývání,2015,27676
Vysočina, Zpracovatelský průmysl,2015,24871
Vysočina," Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2015,47111
Vysočina," Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",2015,23264
Vysočina, Stavebnictví,2015,23398
Vysočina, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2015,19410
Vysočina, Doprava a skladování,2015,21893
Vysočina," Ubytování, stravování a pohostinství",2015,12480
Vysočina, Informační a komunikační činnosti,2015,32063
Vysočina, Peněžnictví a pojišťovnictví,2015,30151
Vysočina, Činnosti v oblasti nemovitostí,2015,17933
Vysočina," Profesní, vědecké a technické činnosti",2015,24030
Vysočina, Administrativní a podpůrné činnosti,2015,14221
Vysočina, Veřejná správa a obrana; povinné sociální zabezpečení,2015,26477
Vysočina, Vzdělávání,2015,21384
Vysočina, Zdravotní a sociální péče,2015,23821
Vysočina," Kulturní, zábavní a rekreační činnosti",2015,18469
Vysočina, Ostatní činnosti,2015,16954
