Ukazatel,"ČR, Reg. soudržnosti, Kraje",Roky,Hodnota
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Praha,1995,317189.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Praha,1996,367258.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Praha,1997,409036.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Praha,1998,467540.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Praha,1999,503105.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Praha,2000,540126.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Praha,2001,593446.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Praha,2002,647052.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Praha,2003,692610.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Praha,2004,760912.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Praha,2005,827653.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Praha,2006,890733.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Praha,2007,1006302.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Praha,2008,1063678.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Praha,2009,1038068.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Praha,2010,1079955.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Praha,2011,1057358.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Praha,2012,1063826.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Praha,2013,1085388.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Praha,2014,1136579.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Praha,2015,1218759.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Praha,2016,1276090.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Praha,2017,1360258.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Praha,2018,1466288.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Praha,2019,1577929.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Praha,2020,1552162.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Praha,2021,1710117.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Praha,2022,1952106.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Praha,2023,2093632.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Praha,2024,2175296.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Střední Čechy,1995,160915.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Střední Čechy,1996,182979.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Střední Čechy,1997,198970.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Střední Čechy,1998,226855.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Střední Čechy,1999,244427.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Střední Čechy,2000,262236.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Střední Čechy,2001,283173.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Střední Čechy,2002,300904.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Střední Čechy,2003,307879.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Střední Čechy,2004,335734.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Střední Čechy,2005,346263.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Střední Čechy,2006,384773.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Střední Čechy,2007,436925.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Střední Čechy,2008,447787.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Střední Čechy,2009,429371.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Střední Čechy,2010,436435.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Střední Čechy,2011,460276.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Střední Čechy,2012,468097.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Střední Čechy,2013,466647.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Střední Čechy,2014,502248.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Střední Čechy,2015,535372.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Střední Čechy,2016,572592.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Střední Čechy,2017,618214.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Střední Čechy,2018,644108.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Střední Čechy,2019,720988.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Střední Čechy,2020,693829.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Střední Čechy,2021,745899.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Střední Čechy,2022,833853.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Střední Čechy,2023,920569.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Střední Čechy,2024,997744.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Jihozápad,1995,177264.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Jihozápad,1996,204510.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Jihozápad,1997,217463.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Jihozápad,1998,235499.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Jihozápad,1999,244382.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Jihozápad,2000,258281.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Jihozápad,2001,277066.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Jihozápad,2002,285327.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Jihozápad,2003,297689.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Jihozápad,2004,328229.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Jihozápad,2005,344779.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Jihozápad,2006,371843.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Jihozápad,2007,371245.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Jihozápad,2008,391208.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Jihozápad,2009,393816.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Jihozápad,2010,401719.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Jihozápad,2011,406597.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Jihozápad,2012,407116.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Jihozápad,2013,417816.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Jihozápad,2014,436045.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Jihozápad,2015,459635.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Jihozápad,2016,476077.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Jihozápad,2017,511982.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Jihozápad,2018,537568.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Jihozápad,2019,572551.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Jihozápad,2020,571736.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Jihozápad,2021,612754.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Jihozápad,2022,680253.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Jihozápad,2023,747591.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Jihozápad,2024,779698.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Severozápad,1995,167024.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Severozápad,1996,185682.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Severozápad,1997,194056.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Severozápad,1998,207835.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Severozápad,1999,212902.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Severozápad,2000,219782.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Severozápad,2001,230749.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Severozápad,2002,237913.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Severozápad,2003,252727.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Severozápad,2004,269162.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Severozápad,2005,284165.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Severozápad,2006,300064.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Severozápad,2007,317810.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Severozápad,2008,330889.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Severozápad,2009,334630.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Severozápad,2010,326161.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Severozápad,2011,324935.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Severozápad,2012,325618.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Severozápad,2013,324159.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Severozápad,2014,332978.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Severozápad,2015,355530.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Severozápad,2016,356843.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Severozápad,2017,377546.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Severozápad,2018,388661.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Severozápad,2019,419926.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Severozápad,2020,406514.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Severozápad,2021,435941.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Severozápad,2022,499780.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Severozápad,2023,531024.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Severozápad,2024,550356.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Severovýchod,1995,212089.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Severovýchod,1996,240052.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Severovýchod,1997,262088.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Severovýchod,1998,283622.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Severovýchod,1999,294876.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Severovýchod,2000,313219.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Severovýchod,2001,334807.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Severovýchod,2002,341203.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Severovýchod,2003,347030.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Severovýchod,2004,373742.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Severovýchod,2005,395360.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Severovýchod,2006,421165.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Severovýchod,2007,454907.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Severovýchod,2008,463112.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Severovýchod,2009,453834.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Severovýchod,2010,464249.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Severovýchod,2011,476557.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Severovýchod,2012,469884.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Severovýchod,2013,479579.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Severovýchod,2014,506557.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Severovýchod,2015,538216.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Severovýchod,2016,563741.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Severovýchod,2017,611329.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Severovýchod,2018,641068.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Severovýchod,2019,685874.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Severovýchod,2020,691639.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Severovýchod,2021,723256.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Severovýchod,2022,795120.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Severovýchod,2023,879580.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Severovýchod,2024,939256.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Jihovýchod,1995,234635.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Jihovýchod,1996,269574.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Jihovýchod,1997,285568.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Jihovýchod,1998,311203.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Jihovýchod,1999,322773.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Jihovýchod,2000,341782.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Jihovýchod,2001,373227.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Jihovýchod,2002,384999.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Jihovýchod,2003,404979.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Jihovýchod,2004,434546.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Jihovýchod,2005,459718.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Jihovýchod,2006,493714.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Jihovýchod,2007,548629.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Jihovýchod,2008,576991.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Jihovýchod,2009,562556.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Jihovýchod,2010,573915.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Jihovýchod,2011,592779.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Jihovýchod,2012,602555.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Jihovýchod,2013,621187.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Jihovýchod,2014,638412.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Jihovýchod,2015,677370.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Jihovýchod,2016,696963.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Jihovýchod,2017,743555.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Jihovýchod,2018,792425.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Jihovýchod,2019,854983.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Jihovýchod,2020,874481.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Jihovýchod,2021,954572.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Jihovýchod,2022,1048160.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Jihovýchod,2023,1148911.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Jihovýchod,2024,1195383.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Střední Morava,1995,162892.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Střední Morava,1996,187341.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Střední Morava,1997,202836.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Střední Morava,1998,213735.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Střední Morava,1999,220328.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Střední Morava,2000,233142.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Střední Morava,2001,250029.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Střední Morava,2002,253237.0
