Kraj,Rok,Odvetvi,Pocet_zamestnancu
Pardubický kraj,2012,Činnosti v oblasti nemovitostí,1428
Pardubický kraj,2013,Administrativní a podpůrné činnosti,3222
Pardubický kraj,2013,Doprava a skladování,13856
Pardubický kraj,2013,Informační a komunikační činnosti,3834
Pardubický kraj,2013,"Kulturní, zábavní a rekreační činnosti",1778
Pardubický kraj,2013,Ostatní činnosti,3097
Pardubický kraj,2013,Peněžnictví a pojišťovnictví,5604
Pardubický kraj,2013,"Profesní, vědecké a technické činnosti",8271
Pardubický kraj,2013,Stavebnictví,19716
Pardubický kraj,2013,Těžba a dobývání,0
Pardubický kraj,2013,"Ubytování, stravování a pohostinství",7957
Pardubický kraj,2013,Velkoobchod a maloob.; opr. mot. vozidel,30522
Pardubický kraj,2013,Veřejná správa a obrana; pov. soc. zabezp.,15295
Pardubický kraj,2013,Vzdělávání,13667
Pardubický kraj,2013,"Výroba a rozvod elektřiny, plynu, tepla",2632
Pardubický kraj,2013,Zdravotní a sociální péče,16329
Pardubický kraj,2013,"Zemědělství, lesnictví a rybářství",12394
Pardubický kraj,2013,Zpracovatelský průmysl,77596
Pardubický kraj,2013,Zásob. vodou; činnosti souvis. s odpady,1194
Pardubický kraj,2013,Činnosti v oblasti nemovitostí,1533
Pardubický kraj,2014,Administrativní a podpůrné činnosti,3054
Pardubický kraj,2014,Doprava a skladování,13360
Pardubický kraj,2014,Informační a komunikační činnosti,3687
Pardubický kraj,2014,"Kulturní, zábavní a rekreační činnosti",2317
Pardubický kraj,2014,Ostatní činnosti,3479
Pardubický kraj,2014,Peněžnictví a pojišťovnictví,4776
Pardubický kraj,2014,"Profesní, vědecké a technické činnosti",8860
Pardubický kraj,2014,Stavebnictví,22488
Pardubický kraj,2014,Těžba a dobývání,0
Pardubický kraj,2014,"Ubytování, stravování a pohostinství",7755
Pardubický kraj,2014,Velkoobchod a maloob.; opr. mot. vozidel,29078
Pardubický kraj,2014,Veřejná správa a obrana; pov. soc. zabezp.,12794
Pardubický kraj,2014,Vzdělávání,13938
Pardubický kraj,2014,"Výroba a rozvod elektřiny, plynu, tepla",1421
Pardubický kraj,2014,Zdravotní a sociální péče,17140
Pardubický kraj,2014,"Zemědělství, lesnictví a rybářství",11619
Pardubický kraj,2014,Zpracovatelský průmysl,84870
Pardubický kraj,2014,Zásob. vodou; činnosti souvis. s odpady,3037
Pardubický kraj,2014,Činnosti v oblasti nemovitostí,757
Pardubický kraj,2015,Administrativní a podpůrné činnosti,3228
Pardubický kraj,2015,Doprava a skladování,13019
Pardubický kraj,2015,Informační a komunikační činnosti,3837
Pardubický kraj,2015,"Kulturní, zábavní a rekreační činnosti",2603
Pardubický kraj,2015,Ostatní činnosti,2221
Pardubický kraj,2015,Peněžnictví a pojišťovnictví,4729
Pardubický kraj,2015,"Profesní, vědecké a technické činnosti",7296
Pardubický kraj,2015,Stavebnictví,20989
Pardubický kraj,2015,Těžba a dobývání,0
Pardubický kraj,2015,"Ubytování, stravování a pohostinství",8365
Pardubický kraj,2015,Velkoobchod a maloob.; opr. mot. vozidel,27372
Pardubický kraj,2015,Veřejná správa a obrana; pov. soc. zabezp.,14489
Pardubický kraj,2015,Vzdělávání,16414
Pardubický kraj,2015,"Výroba a rozvod elektřiny, plynu, tepla",1520
Pardubický kraj,2015,Zdravotní a sociální péče,19193
Pardubický kraj,2015,"Zemědělství, lesnictví a rybářství",11020
Pardubický kraj,2015,Zpracovatelský průmysl,88056
Pardubický kraj,2015,Zásob. vodou; činnosti souvis. s odpady,2662
Pardubický kraj,2015,Činnosti v oblasti nemovitostí,1416
Pardubický kraj,2016,Administrativní a podpůrné činnosti,3519
Pardubický kraj,2016,Doprava a skladování,16101
Pardubický kraj,2016,Informační a komunikační činnosti,4929
Pardubický kraj,2016,"Kulturní, zábavní a rekreační činnosti",2941
Pardubický kraj,2016,Ostatní činnosti,2854
Pardubický kraj,2016,Peněžnictví a pojišťovnictví,4870
Pardubický kraj,2016,"Profesní, vědecké a technické činnosti",9126
Pardubický kraj,2016,Stavebnictví,17750
Pardubický kraj,2016,Těžba a dobývání,0
Pardubický kraj,2016,"Ubytování, stravování a pohostinství",6639
Pardubický kraj,2016,Velkoobchod a maloob.; opr. mot. vozidel,24408
Pardubický kraj,2016,Veřejná správa a obrana; pov. soc. zabezp.,17321
Pardubický kraj,2016,Vzdělávání,18280
Pardubický kraj,2016,"Výroba a rozvod elektřiny, plynu, tepla",1956
Pardubický kraj,2016,Zdravotní a sociální péče,19506
Pardubický kraj,2016,"Zemědělství, lesnictví a rybářství",10442
Pardubický kraj,2016,Zpracovatelský průmysl,87689
Pardubický kraj,2016,Zásob. vodou; činnosti souvis. s odpady,2399
Pardubický kraj,2016,Činnosti v oblasti nemovitostí,1122
Pardubický kraj,2017,Administrativní a podpůrné činnosti,4340
Pardubický kraj,2017,Doprava a skladování,13951
Pardubický kraj,2017,Informační a komunikační činnosti,6452
Pardubický kraj,2017,"Kulturní, zábavní a rekreační činnosti",2572
Pardubický kraj,2017,Ostatní činnosti,3118
Pardubický kraj,2017,Peněžnictví a pojišťovnictví,5056
Pardubický kraj,2017,"Profesní, vědecké a technické činnosti",9709
Pardubický kraj,2017,Stavebnictví,16761
Pardubický kraj,2017,Těžba a dobývání,571
Pardubický kraj,2017,"Ubytování, stravování a pohostinství",6820
Pardubický kraj,2017,Velkoobchod a maloob.; opr. mot. vozidel,22388
Pardubický kraj,2017,Veřejná správa a obrana; pov. soc. zabezp.,16178
Pardubický kraj,2017,Vzdělávání,17641
Pardubický kraj,2017,"Výroba a rozvod elektřiny, plynu, tepla",1598
Pardubický kraj,2017,Zdravotní a sociální péče,16046
Pardubický kraj,2017,"Zemědělství, lesnictví a rybářství",12095
Pardubický kraj,2017,Zpracovatelský průmysl,92003
Pardubický kraj,2017,Zásob. vodou; činnosti souvis. s odpady,3808
Pardubický kraj,2017,Činnosti v oblasti nemovitostí,558
Pardubický kraj,2018,Administrativní a podpůrné činnosti,5083
Pardubický kraj,2018,Doprava a skladování,12738
Pardubický kraj,2018,Informační a komunikační činnosti,5807
Pardubický kraj,2018,"Kulturní, zábavní a rekreační činnosti",3163
Pardubický kraj,2018,Ostatní činnosti,3817
Pardubický kraj,2018,Peněžnictví a pojišťovnictví,5599
Pardubický kraj,2018,"Profesní, vědecké a technické činnosti",8497
Pardubický kraj,2018,Stavebnictví,18016
Pardubický kraj,2018,Těžba a dobývání,0
Pardubický kraj,2018,"Ubytování, stravování a pohostinství",6554
Pardubický kraj,2018,Velkoobchod a maloob.; opr. mot. vozidel,28122
Pardubický kraj,2018,Veřejná správa a obrana; pov. soc. zabezp.,15985
Pardubický kraj,2018,Vzdělávání,16072
Pardubický kraj,2018,"Výroba a rozvod elektřiny, plynu, tepla",1808
Pardubický kraj,2018,Zdravotní a sociální péče,17290
Pardubický kraj,2018,"Zemědělství, lesnictví a rybářství",10289
Pardubický kraj,2018,Zpracovatelský průmysl,91803
Pardubický kraj,2018,Zásob. vodou; činnosti souvis. s odpady,3364
Pardubický kraj,2018,Činnosti v oblasti nemovitostí,556
Pardubický kraj,2019,Administrativní a podpůrné činnosti,4268
Pardubický kraj,2019,Doprava a skladování,13553
Pardubický kraj,2019,Informační a komunikační činnosti,5860
Pardubický kraj,2019,"Kulturní, zábavní a rekreační činnosti",3056
Pardubický kraj,2019,Ostatní činnosti,3467
Pardubický kraj,2019,Peněžnictví a pojišťovnictví,7607
Pardubický kraj,2019,"Profesní, vědecké a technické činnosti",9046
Pardubický kraj,2019,Stavebnictví,21657
Pardubický kraj,2019,Těžba a dobývání,0
Pardubický kraj,2019,"Ubytování, stravování a pohostinství",8966
Pardubický kraj,2019,Velkoobchod a maloob.; opr. mot. vozidel,26229
Pardubický kraj,2019,Veřejná správa a obrana; pov. soc. zabezp.,14601
Pardubický kraj,2019,Vzdělávání,16022
Pardubický kraj,2019,"Výroba a rozvod elektřiny, plynu, tepla",2319
Pardubický kraj,2019,Zdravotní a sociální péče,18797
Pardubický kraj,2019,"Zemědělství, lesnictví a rybářství",9858
Pardubický kraj,2019,Zpracovatelský průmysl,87908
Pardubický kraj,2019,Zásob. vodou; činnosti souvis. s odpady,2580
Pardubický kraj,2019,Činnosti v oblasti nemovitostí,1103
Pardubický kraj,2020,Administrativní a podpůrné činnosti,4042
Pardubický kraj,2020,Doprava a skladování,13627
Pardubický kraj,2020,Informační a komunikační činnosti,6743
Pardubický kraj,2020,"Kulturní, zábavní a rekreační činnosti",2511
Pardubický kraj,2020,Ostatní činnosti,4569
Pardubický kraj,2020,Peněžnictví a pojišťovnictví,5166
Pardubický kraj,2020,"Profesní, vědecké a technické činnosti",7937
Pardubický kraj,2020,Stavebnictví,20542
Pardubický kraj,2020,Těžba a dobývání,0
Pardubický kraj,2020,"Ubytování, stravování a pohostinství",6509
Pardubický kraj,2020,Velkoobchod a maloob.; opr. mot. vozidel,25878
Pardubický kraj,2020,Veřejná správa a obrana; pov. soc. zabezp.,17829
Pardubický kraj,2020,Vzdělávání,17097
Pardubický kraj,2020,"Výroba a rozvod elektřiny, plynu, tepla",1910
Pardubický kraj,2020,Zdravotní a sociální péče,18325
Pardubický kraj,2020,"Zemědělství, lesnictví a rybářství",9092
Pardubický kraj,2020,Zpracovatelský průmysl,86888
Pardubický kraj,2020,Zásob. vodou; činnosti souvis. s odpady,4006
Pardubický kraj,2020,Činnosti v oblasti nemovitostí,688
Pardubický kraj,2021,Administrativní a podpůrné činnosti,3697
Pardubický kraj,2021,Doprava a skladování,11485
Pardubický kraj,2021,Informační a komunikační činnosti,6847
Pardubický kraj,2021,"Kulturní, zábavní a rekreační činnosti",2969
Pardubický kraj,2021,Ostatní činnosti,3205
Pardubický kraj,2021,Peněžnictví a pojišťovnictví,5387
Pardubický kraj,2021,"Profesní, vědecké a technické činnosti",7319
Pardubický kraj,2021,Stavebnictví,20310
Pardubický kraj,2021,Těžba a dobývání,961
Pardubický kraj,2021,"Ubytování, stravování a pohostinství",4865
Pardubický kraj,2021,Velkoobchod a maloob.; opr. mot. vozidel,26223
Pardubický kraj,2021,Veřejná správa a obrana; pov. soc. zabezp.,15871
Pardubický kraj,2021,Vzdělávání,20497
Pardubický kraj,2021,"Výroba a rozvod elektřiny, plynu, tepla",3111
Pardubický kraj,2021,Zdravotní a sociální péče,18490
Pardubický kraj,2021,"Zemědělství, lesnictví a rybářství",10528
Pardubický kraj,2021,Zpracovatelský průmysl,83809
Pardubický kraj,2021,Zásob. vodou; činnosti souvis. s odpady,4259
Pardubický kraj,2021,Činnosti v oblasti nemovitostí,1187
Pardubický kraj,2022,Administrativní a podpůrné činnosti,4390
Pardubický kraj,2022,Doprava a skladování,11163
Pardubický kraj,2022,Informační a komunikační činnosti,4826
Pardubický kraj,2022,"Kulturní, zábavní a rekreační činnosti",1965
Pardubický kraj,2022,Ostatní činnosti,2942
Pardubický kraj,2022,Peněžnictví a pojišťovnictví,4657
Pardubický kraj,2022,"Profesní, vědecké a technické činnosti",8006
Pardubický kraj,2022,Stavebnictví,22003
Pardubický kraj,2022,Těžba a dobývání,864
Pardubický kraj,2022,"Ubytování, stravování a pohostinství",3521
Pardubický kraj,2022,Velkoobchod a maloob.; opr. mot. vozidel,31952
Pardubický kraj,2022,Veřejná správa a obrana; pov. soc. zabezp.,16611
Pardubický kraj,2022,Vzdělávání,18300
Pardubický kraj,2022,"Výroba a rozvod elektřiny, plynu, tepla",1927
Pardubický kraj,2022,Zdravotní a sociální péče,19747
Pardubický kraj,2022,"Zemědělství, lesnictví a rybářství",8266
Pardubický kraj,2022,Zpracovatelský průmysl,81669
Pardubický kraj,2022,Zásob. vodou; činnosti souvis. s odpady,3485
Pardubický kraj,2022,Činnosti v oblasti nemovitostí,719
Pardubický kraj,2023,Administrativní a podpůrné činnosti,3984
Pardubický kraj,2023,Doprava a skladování,11563
Pardubický kraj,2023,Informační a komunikační činnosti,5364
Pardubický kraj,2023,"Kulturní, zábavní a rekreační činnosti",2951
Pardubický kraj,2023,Ostatní činnosti,2613
Pardubický kraj,2023,Peněžnictví a pojišťovnictví,4803
Pardubický kraj,2023,"Profesní, vědecké a technické činnosti",9649
Pardubický kraj,2023,Stavebnictví,18316
Pardubický kraj,2023,Těžba a dobývání,0
Pardubický kraj,2023,"Ubytování, stravování a pohostinství",5968
Pardubický kraj,2023,Velkoobchod a maloob.; opr. mot. vozidel,25213
Pardubický kraj,2023,Veřejná správa a obrana; pov. soc. zabezp.,17179
Pardubický kraj,2023,Vzdělávání,19408
Pardubický kraj,2023,"Výroba a rozvod elektřiny, plynu, tepla",1903
Pardubický kraj,2023,Zdravotní a sociální péče,19387
Pardubický kraj,2023,"Zemědělství, lesnictví a rybářství",10496
Pardubický kraj,2023,Zpracovatelský průmysl,80568
Pardubický kraj,2023,Zásob. vodou; činnosti souvis. s odpady,3060
Pardubický kraj,2023,Činnosti v oblasti nemovitostí,0
Pardubický kraj,2024,Administrativní a podpůrné činnosti,4461
Pardubický kraj,2024,Doprava a skladování,11969
Pardubický kraj,2024,Informační a komunikační činnosti,5002
Pardubický kraj,2024,"Kulturní, zábavní a rekreační činnosti",4423
Pardubický kraj,2024,Ostatní činnosti,3992
Pardubický kraj,2024,Peněžnictví a pojišťovnictví,4520
Pardubický kraj,2024,"Profesní, vědecké a technické činnosti",7193
Pardubický kraj,2024,Stavebnictví,22258
Pardubický kraj,2024,Těžba a dobývání,0
Pardubický kraj,2024,"Ubytování, stravování a pohostinství",7809
Pardubický kraj,2024,Velkoobchod a maloob.; opr. mot. vozidel,25782
Pardubický kraj,2024,Veřejná správa a obrana; pov. soc. zabezp.,14588
Pardubický kraj,2024,Vzdělávání,17737
Pardubický kraj,2024,"Výroba a rozvod elektřiny, plynu, tepla",2132
Pardubický kraj,2024,Zdravotní a sociální péče,20097
Pardubický kraj,2024,"Zemědělství, lesnictví a rybářství",10693
Pardubický kraj,2024,Zpracovatelský průmysl,76594
Pardubický kraj,2024,Zásob. vodou; činnosti souvis. s odpady,4192
Pardubický kraj,2024,Činnosti v oblasti nemovitostí,872
Plzeňský kraj,1993,Administrativní a podpůrné činnosti,4337
Plzeňský kraj,1993,Doprava a skladování,18881
Plzeňský kraj,1993,Informační a komunikační činnosti,3728
Plzeňský kraj,1993,"Kulturní, zábavní a rekreační činnosti",2103
Plzeňský kraj,1993,Ostatní činnosti,4127
Plzeňský kraj,1993,Peněžnictví a pojišťovnictví,2805
Plzeňský kraj,1993,"Profesní, vědecké a technické činnosti",4781
Plzeňský kraj,1993,Stavebnictví,25340
Plzeňský kraj,1993,Těžba a dobývání,2656
Plzeňský kraj,1993,"Ubytování, stravování a pohostinství",9268
Plzeňský kraj,1993,Velkoobchod a maloob.; opr. mot. vozidel,26859
Plzeňský kraj,1993,Veřejná správa a obrana; pov. soc. zabezp.,21012
Plzeňský kraj,1993,Vzdělávání,18708
Plzeňský kraj,1993,"Výroba a rozvod elektřiny, plynu, tepla",4236
Plzeňský kraj,1993,Zdravotní a sociální péče,14786
Plzeňský kraj,1993,"Zemědělství, lesnictví a rybářství",28285
Plzeňský kraj,1993,Zpracovatelský průmysl,73955
Plzeňský kraj,1993,Zásob. vodou; činnosti souvis. s odpady,1840
Plzeňský kraj,1993,Činnosti v oblasti nemovitostí,1460
Plzeňský kraj,1994,Administrativní a podpůrné činnosti,4453
Plzeňský kraj,1994,Doprava a skladování,18089
Plzeňský kraj,1994,Informační a komunikační činnosti,4272
Plzeňský kraj,1994,"Kulturní, zábavní a rekreační činnosti",2550
Plzeňský kraj,1994,Ostatní činnosti,3537
Plzeňský kraj,1994,Peněžnictví a pojišťovnictví,3849
Plzeňský kraj,1994,"Profesní, vědecké a technické činnosti",5786
Plzeňský kraj,1994,Stavebnictví,28138
Plzeňský kraj,1994,Těžba a dobývání,2102
Plzeňský kraj,1994,"Ubytování, stravování a pohostinství",8668
Plzeňský kraj,1994,Velkoobchod a maloob.; opr. mot. vozidel,29887
Plzeňský kraj,1994,Veřejná správa a obrana; pov. soc. zabezp.,17894
Plzeňský kraj,1994,Vzdělávání,18454
Plzeňský kraj,1994,"Výroba a rozvod elektřiny, plynu, tepla",4113
Plzeňský kraj,1994,Zdravotní a sociální péče,15419
Plzeňský kraj,1994,"Zemědělství, lesnictví a rybářství",27773
Plzeňský kraj,1994,Zpracovatelský průmysl,75983
Plzeňský kraj,1994,Zásob. vodou; činnosti souvis. s odpady,1236
Plzeňský kraj,1994,Činnosti v oblasti nemovitostí,577
Plzeňský kraj,1995,Administrativní a podpůrné činnosti,4291
Plzeňský kraj,1995,Doprava a skladování,17042
Plzeňský kraj,1995,Informační a komunikační činnosti,4988
Plzeňský kraj,1995,"Kulturní, zábavní a rekreační činnosti",3515
Plzeňský kraj,1995,Ostatní činnosti,4381
Plzeňský kraj,1995,Peněžnictví a pojišťovnictví,5195
Plzeňský kraj,1995,"Profesní, vědecké a technické činnosti",4878
Plzeňský kraj,1995,Stavebnictví,29584
Plzeňský kraj,1995,Těžba a dobývání,1183
Plzeňský kraj,1995,"Ubytování, stravování a pohostinství",9491
Plzeňský kraj,1995,Velkoobchod a maloob.; opr. mot. vozidel,33600
Plzeňský kraj,1995,Veřejná správa a obrana; pov. soc. zabezp.,18689
Plzeňský kraj,1995,Vzdělávání,13897
Plzeňský kraj,1995,"Výroba a rozvod elektřiny, plynu, tepla",4292
Plzeňský kraj,1995,Zdravotní a sociální péče,13861
Plzeňský kraj,1995,"Zemědělství, lesnictví a rybářství",24941
Plzeňský kraj,1995,Zpracovatelský průmysl,78383
Plzeňský kraj,1995,Zásob. vodou; činnosti souvis. s odpady,2031
