Kraj,Rok,Odvetvi,Pocet_zamestnancu
Olomoucký kraj,2021,Peněžnictví a pojišťovnictví,5214
Olomoucký kraj,2021,"Profesní, vědecké a technické činnosti",10944
Olomoucký kraj,2021,Stavebnictví,18430
Olomoucký kraj,2021,Těžba a dobývání,1550
Olomoucký kraj,2021,"Ubytování, stravování a pohostinství",7481
Olomoucký kraj,2021,Velkoobchod a maloob.; opr. mot. vozidel,33048
Olomoucký kraj,2021,Veřejná správa a obrana; pov. soc. zabezp.,19405
Olomoucký kraj,2021,Vzdělávání,24279
Olomoucký kraj,2021,"Výroba a rozvod elektřiny, plynu, tepla",1825
Olomoucký kraj,2021,Zdravotní a sociální péče,24151
Olomoucký kraj,2021,"Zemědělství, lesnictví a rybářství",10404
Olomoucký kraj,2021,Zpracovatelský průmysl,92144
Olomoucký kraj,2021,Zásob. vodou; činnosti souvis. s odpady,2648
Olomoucký kraj,2021,Činnosti v oblasti nemovitostí,2658
Olomoucký kraj,2022,Administrativní a podpůrné činnosti,5131
Olomoucký kraj,2022,Doprava a skladování,19480
Olomoucký kraj,2022,Informační a komunikační činnosti,5964
Olomoucký kraj,2022,"Kulturní, zábavní a rekreační činnosti",4438
Olomoucký kraj,2022,Ostatní činnosti,6284
Olomoucký kraj,2022,Peněžnictví a pojišťovnictví,5171
Olomoucký kraj,2022,"Profesní, vědecké a technické činnosti",12338
Olomoucký kraj,2022,Stavebnictví,18714
Olomoucký kraj,2022,Těžba a dobývání,757
Olomoucký kraj,2022,"Ubytování, stravování a pohostinství",9000
Olomoucký kraj,2022,Velkoobchod a maloob.; opr. mot. vozidel,29046
Olomoucký kraj,2022,Veřejná správa a obrana; pov. soc. zabezp.,21347
Olomoucký kraj,2022,Vzdělávání,22233
Olomoucký kraj,2022,"Výroba a rozvod elektřiny, plynu, tepla",1282
Olomoucký kraj,2022,Zdravotní a sociální péče,25487
Olomoucký kraj,2022,"Zemědělství, lesnictví a rybářství",11487
Olomoucký kraj,2022,Zpracovatelský průmysl,87996
Olomoucký kraj,2022,Zásob. vodou; činnosti souvis. s odpady,3719
Olomoucký kraj,2022,Činnosti v oblasti nemovitostí,2107
Olomoucký kraj,2023,Administrativní a podpůrné činnosti,6032
Olomoucký kraj,2023,Doprava a skladování,17675
Olomoucký kraj,2023,Informační a komunikační činnosti,4303
Olomoucký kraj,2023,"Kulturní, zábavní a rekreační činnosti",4524
Olomoucký kraj,2023,Ostatní činnosti,6282
Olomoucký kraj,2023,Peněžnictví a pojišťovnictví,4448
Olomoucký kraj,2023,"Profesní, vědecké a technické činnosti",12558
Olomoucký kraj,2023,Stavebnictví,19612
Olomoucký kraj,2023,Těžba a dobývání,0
Olomoucký kraj,2023,"Ubytování, stravování a pohostinství",10145
Olomoucký kraj,2023,Velkoobchod a maloob.; opr. mot. vozidel,30343
Olomoucký kraj,2023,Veřejná správa a obrana; pov. soc. zabezp.,19953
Olomoucký kraj,2023,Vzdělávání,23007
Olomoucký kraj,2023,"Výroba a rozvod elektřiny, plynu, tepla",985
Olomoucký kraj,2023,Zdravotní a sociální péče,24268
Olomoucký kraj,2023,"Zemědělství, lesnictví a rybářství",10372
Olomoucký kraj,2023,Zpracovatelský průmysl,89149
Olomoucký kraj,2023,Zásob. vodou; činnosti souvis. s odpady,4253
Olomoucký kraj,2023,Činnosti v oblasti nemovitostí,687
Olomoucký kraj,2024,Administrativní a podpůrné činnosti,9108
Olomoucký kraj,2024,Doprava a skladování,18948
Olomoucký kraj,2024,Informační a komunikační činnosti,4614
Olomoucký kraj,2024,"Kulturní, zábavní a rekreační činnosti",2983
Olomoucký kraj,2024,Ostatní činnosti,4412
Olomoucký kraj,2024,Peněžnictví a pojišťovnictví,3583
Olomoucký kraj,2024,"Profesní, vědecké a technické činnosti",9280
Olomoucký kraj,2024,Stavebnictví,21860
Olomoucký kraj,2024,Těžba a dobývání,1238
Olomoucký kraj,2024,"Ubytování, stravování a pohostinství",9427
Olomoucký kraj,2024,Velkoobchod a maloob.; opr. mot. vozidel,32102
Olomoucký kraj,2024,Veřejná správa a obrana; pov. soc. zabezp.,22304
Olomoucký kraj,2024,Vzdělávání,24204
Olomoucký kraj,2024,"Výroba a rozvod elektřiny, plynu, tepla",1651
Olomoucký kraj,2024,Zdravotní a sociální péče,24773
Olomoucký kraj,2024,"Zemědělství, lesnictví a rybářství",10778
Olomoucký kraj,2024,Zpracovatelský průmysl,81303
Olomoucký kraj,2024,Zásob. vodou; činnosti souvis. s odpady,4190
Olomoucký kraj,2024,Činnosti v oblasti nemovitostí,1645
Pardubický kraj,1993,Administrativní a podpůrné činnosti,3370
Pardubický kraj,1993,Doprava a skladování,16710
Pardubický kraj,1993,Informační a komunikační činnosti,5320
Pardubický kraj,1993,"Kulturní, zábavní a rekreační činnosti",1946
Pardubický kraj,1993,Ostatní činnosti,4330
Pardubický kraj,1993,Peněžnictví a pojišťovnictví,3645
Pardubický kraj,1993,"Profesní, vědecké a technické činnosti",3685
Pardubický kraj,1993,Stavebnictví,19322
Pardubický kraj,1993,Těžba a dobývání,1370
Pardubický kraj,1993,"Ubytování, stravování a pohostinství",4617
Pardubický kraj,1993,Velkoobchod a maloob.; opr. mot. vozidel,23094
Pardubický kraj,1993,Veřejná správa a obrana; pov. soc. zabezp.,12032
Pardubický kraj,1993,Vzdělávání,14623
Pardubický kraj,1993,"Výroba a rozvod elektřiny, plynu, tepla",3763
Pardubický kraj,1993,Zdravotní a sociální péče,11541
Pardubický kraj,1993,"Zemědělství, lesnictví a rybářství",24526
Pardubický kraj,1993,Zpracovatelský průmysl,79682
Pardubický kraj,1993,Zásob. vodou; činnosti souvis. s odpady,2099
Pardubický kraj,1993,Činnosti v oblasti nemovitostí,0
Pardubický kraj,1994,Administrativní a podpůrné činnosti,4211
Pardubický kraj,1994,Doprava a skladování,17637
Pardubický kraj,1994,Informační a komunikační činnosti,3310
Pardubický kraj,1994,"Kulturní, zábavní a rekreační činnosti",1511
Pardubický kraj,1994,Ostatní činnosti,3805
Pardubický kraj,1994,Peněžnictví a pojišťovnictví,3311
Pardubický kraj,1994,"Profesní, vědecké a technické činnosti",4999
Pardubický kraj,1994,Stavebnictví,21200
Pardubický kraj,1994,Těžba a dobývání,708
Pardubický kraj,1994,"Ubytování, stravování a pohostinství",4180
Pardubický kraj,1994,Velkoobchod a maloob.; opr. mot. vozidel,30540
Pardubický kraj,1994,Veřejná správa a obrana; pov. soc. zabezp.,12898
Pardubický kraj,1994,Vzdělávání,14893
Pardubický kraj,1994,"Výroba a rozvod elektřiny, plynu, tepla",3644
Pardubický kraj,1994,Zdravotní a sociální péče,11254
Pardubický kraj,1994,"Zemědělství, lesnictví a rybářství",22212
Pardubický kraj,1994,Zpracovatelský průmysl,83707
Pardubický kraj,1994,Zásob. vodou; činnosti souvis. s odpady,2415
Pardubický kraj,1994,Činnosti v oblasti nemovitostí,0
Pardubický kraj,1995,Administrativní a podpůrné činnosti,4261
Pardubický kraj,1995,Doprava a skladování,13716
Pardubický kraj,1995,Informační a komunikační činnosti,3623
Pardubický kraj,1995,"Kulturní, zábavní a rekreační činnosti",1718
Pardubický kraj,1995,Ostatní činnosti,2881
Pardubický kraj,1995,Peněžnictví a pojišťovnictví,4553
Pardubický kraj,1995,"Profesní, vědecké a technické činnosti",4503
Pardubický kraj,1995,Stavebnictví,23445
Pardubický kraj,1995,Těžba a dobývání,648
Pardubický kraj,1995,"Ubytování, stravování a pohostinství",5327
Pardubický kraj,1995,Velkoobchod a maloob.; opr. mot. vozidel,32430
Pardubický kraj,1995,Veřejná správa a obrana; pov. soc. zabezp.,12133
Pardubický kraj,1995,Vzdělávání,14624
Pardubický kraj,1995,"Výroba a rozvod elektřiny, plynu, tepla",4355
Pardubický kraj,1995,Zdravotní a sociální péče,10058
Pardubický kraj,1995,"Zemědělství, lesnictví a rybářství",26289
Pardubický kraj,1995,Zpracovatelský průmysl,83158
Pardubický kraj,1995,Zásob. vodou; činnosti souvis. s odpady,1341
Pardubický kraj,1995,Činnosti v oblasti nemovitostí,651
Pardubický kraj,1996,Administrativní a podpůrné činnosti,4010
Pardubický kraj,1996,Doprava a skladování,16643
Pardubický kraj,1996,Informační a komunikační činnosti,3395
Pardubický kraj,1996,"Kulturní, zábavní a rekreační činnosti",2304
Pardubický kraj,1996,Ostatní činnosti,2564
Pardubický kraj,1996,Peněžnictví a pojišťovnictví,5622
Pardubický kraj,1996,"Profesní, vědecké a technické činnosti",5576
Pardubický kraj,1996,Stavebnictví,24193
Pardubický kraj,1996,Těžba a dobývání,0
Pardubický kraj,1996,"Ubytování, stravování a pohostinství",6312
Pardubický kraj,1996,Velkoobchod a maloob.; opr. mot. vozidel,30898
Pardubický kraj,1996,Veřejná správa a obrana; pov. soc. zabezp.,14446
Pardubický kraj,1996,Vzdělávání,15295
Pardubický kraj,1996,"Výroba a rozvod elektřiny, plynu, tepla",2658
Pardubický kraj,1996,Zdravotní a sociální péče,9199
Pardubický kraj,1996,"Zemědělství, lesnictví a rybářství",22882
Pardubický kraj,1996,Zpracovatelský průmysl,77507
Pardubický kraj,1996,Zásob. vodou; činnosti souvis. s odpady,1714
Pardubický kraj,1996,Činnosti v oblasti nemovitostí,0
Pardubický kraj,1997,Administrativní a podpůrné činnosti,3953
Pardubický kraj,1997,Doprava a skladování,15748
Pardubický kraj,1997,Informační a komunikační činnosti,4054
Pardubický kraj,1997,"Kulturní, zábavní a rekreační činnosti",1529
Pardubický kraj,1997,Ostatní činnosti,3037
Pardubický kraj,1997,Peněžnictví a pojišťovnictví,3957
Pardubický kraj,1997,"Profesní, vědecké a technické činnosti",5275
Pardubický kraj,1997,Stavebnictví,22702
Pardubický kraj,1997,Těžba a dobývání,510
Pardubický kraj,1997,"Ubytování, stravování a pohostinství",5938
Pardubický kraj,1997,Velkoobchod a maloob.; opr. mot. vozidel,30101
Pardubický kraj,1997,Veřejná správa a obrana; pov. soc. zabezp.,12263
Pardubický kraj,1997,Vzdělávání,15263
Pardubický kraj,1997,"Výroba a rozvod elektřiny, plynu, tepla",2266
Pardubický kraj,1997,Zdravotní a sociální péče,13509
Pardubický kraj,1997,"Zemědělství, lesnictví a rybářství",22404
Pardubický kraj,1997,Zpracovatelský průmysl,76063
Pardubický kraj,1997,Zásob. vodou; činnosti souvis. s odpady,2572
Pardubický kraj,1997,Činnosti v oblasti nemovitostí,0
Pardubický kraj,1998,Administrativní a podpůrné činnosti,3891
Pardubický kraj,1998,Doprava a skladování,17481
Pardubický kraj,1998,Informační a komunikační činnosti,3977
Pardubický kraj,1998,"Kulturní, zábavní a rekreační činnosti",2074
Pardubický kraj,1998,Ostatní činnosti,3844
Pardubický kraj,1998,Peněžnictví a pojišťovnictví,3086
Pardubický kraj,1998,"Profesní, vědecké a technické činnosti",4628
Pardubický kraj,1998,Stavebnictví,19542
Pardubický kraj,1998,Těžba a dobývání,668
Pardubický kraj,1998,"Ubytování, stravování a pohostinství",7000
Pardubický kraj,1998,Velkoobchod a maloob.; opr. mot. vozidel,29462
Pardubický kraj,1998,Veřejná správa a obrana; pov. soc. zabezp.,13682
Pardubický kraj,1998,Vzdělávání,15806
Pardubický kraj,1998,"Výroba a rozvod elektřiny, plynu, tepla",4099
Pardubický kraj,1998,Zdravotní a sociální péče,13265
Pardubický kraj,1998,"Zemědělství, lesnictví a rybářství",18726
Pardubický kraj,1998,Zpracovatelský průmysl,79184
Pardubický kraj,1998,Zásob. vodou; činnosti souvis. s odpady,3032
Pardubický kraj,1998,Činnosti v oblasti nemovitostí,0
Pardubický kraj,1999,Administrativní a podpůrné činnosti,4387
Pardubický kraj,1999,Doprava a skladování,18106
Pardubický kraj,1999,Informační a komunikační činnosti,4118
Pardubický kraj,1999,"Kulturní, zábavní a rekreační činnosti",2603
Pardubický kraj,1999,Ostatní činnosti,3746
Pardubický kraj,1999,Peněžnictví a pojišťovnictví,4452
Pardubický kraj,1999,"Profesní, vědecké a technické činnosti",5851
Pardubický kraj,1999,Stavebnictví,21358
Pardubický kraj,1999,Těžba a dobývání,700
Pardubický kraj,1999,"Ubytování, stravování a pohostinství",8778
Pardubický kraj,1999,Velkoobchod a maloob.; opr. mot. vozidel,28936
Pardubický kraj,1999,Veřejná správa a obrana; pov. soc. zabezp.,15156
Pardubický kraj,1999,Vzdělávání,12540
Pardubický kraj,1999,"Výroba a rozvod elektřiny, plynu, tepla",2699
Pardubický kraj,1999,Zdravotní a sociální péče,11663
Pardubický kraj,1999,"Zemědělství, lesnictví a rybářství",17184
Pardubický kraj,1999,Zpracovatelský průmysl,72565
Pardubický kraj,1999,Zásob. vodou; činnosti souvis. s odpady,1325
Pardubický kraj,1999,Činnosti v oblasti nemovitostí,0
Pardubický kraj,2000,Administrativní a podpůrné činnosti,4129
Pardubický kraj,2000,Doprava a skladování,16425
Pardubický kraj,2000,Informační a komunikační činnosti,4229
Pardubický kraj,2000,"Kulturní, zábavní a rekreační činnosti",2357
Pardubický kraj,2000,Ostatní činnosti,3404
Pardubický kraj,2000,Peněžnictví a pojišťovnictví,5123
Pardubický kraj,2000,"Profesní, vědecké a technické činnosti",6265
Pardubický kraj,2000,Stavebnictví,18426
Pardubický kraj,2000,Těžba a dobývání,883
Pardubický kraj,2000,"Ubytování, stravování a pohostinství",6146
Pardubický kraj,2000,Velkoobchod a maloob.; opr. mot. vozidel,30184
Pardubický kraj,2000,Veřejná správa a obrana; pov. soc. zabezp.,16876
Pardubický kraj,2000,Vzdělávání,16680
Pardubický kraj,2000,"Výroba a rozvod elektřiny, plynu, tepla",1521
Pardubický kraj,2000,Zdravotní a sociální péče,12183
Pardubický kraj,2000,"Zemědělství, lesnictví a rybářství",15094
Pardubický kraj,2000,Zpracovatelský průmysl,66644
Pardubický kraj,2000,Zásob. vodou; činnosti souvis. s odpady,802
Pardubický kraj,2000,Činnosti v oblasti nemovitostí,0
Pardubický kraj,2001,Administrativní a podpůrné činnosti,4115
Pardubický kraj,2001,Doprava a skladování,13801
Pardubický kraj,2001,Informační a komunikační činnosti,3510
Pardubický kraj,2001,"Kulturní, zábavní a rekreační činnosti",1786
Pardubický kraj,2001,Ostatní činnosti,2559
Pardubický kraj,2001,Peněžnictví a pojišťovnictví,4647
Pardubický kraj,2001,"Profesní, vědecké a technické činnosti",5874
Pardubický kraj,2001,Stavebnictví,23194
Pardubický kraj,2001,Těžba a dobývání,0
Pardubický kraj,2001,"Ubytování, stravování a pohostinství",6293
Pardubický kraj,2001,Velkoobchod a maloob.; opr. mot. vozidel,27605
Pardubický kraj,2001,Veřejná správa a obrana; pov. soc. zabezp.,16157
Pardubický kraj,2001,Vzdělávání,15583
Pardubický kraj,2001,"Výroba a rozvod elektřiny, plynu, tepla",2204
Pardubický kraj,2001,Zdravotní a sociální péče,13010
Pardubický kraj,2001,"Zemědělství, lesnictví a rybářství",14748
Pardubický kraj,2001,Zpracovatelský průmysl,74089
Pardubický kraj,2001,Zásob. vodou; činnosti souvis. s odpady,1733
Pardubický kraj,2001,Činnosti v oblasti nemovitostí,0
Pardubický kraj,2002,Administrativní a podpůrné činnosti,4312
Pardubický kraj,2002,Doprava a skladování,14986
Pardubický kraj,2002,Informační a komunikační činnosti,4229
Pardubický kraj,2002,"Kulturní, zábavní a rekreační činnosti",2036
Pardubický kraj,2002,Ostatní činnosti,4191
Pardubický kraj,2002,Peněžnictví a pojišťovnictví,4254
Pardubický kraj,2002,"Profesní, vědecké a technické činnosti",6579
Pardubický kraj,2002,Stavebnictví,25862
Pardubický kraj,2002,Těžba a dobývání,590
Pardubický kraj,2002,"Ubytování, stravování a pohostinství",6474
Pardubický kraj,2002,Velkoobchod a maloob.; opr. mot. vozidel,24716
Pardubický kraj,2002,Veřejná správa a obrana; pov. soc. zabezp.,13514
Pardubický kraj,2002,Vzdělávání,14185
Pardubický kraj,2002,"Výroba a rozvod elektřiny, plynu, tepla",1881
Pardubický kraj,2002,Zdravotní a sociální péče,13447
Pardubický kraj,2002,"Zemědělství, lesnictví a rybářství",13649
Pardubický kraj,2002,Zpracovatelský průmysl,74817
Pardubický kraj,2002,Zásob. vodou; činnosti souvis. s odpady,2326
Pardubický kraj,2002,Činnosti v oblasti nemovitostí,0
Pardubický kraj,2003,Administrativní a podpůrné činnosti,3788
Pardubický kraj,2003,Doprava a skladování,15175
Pardubický kraj,2003,Informační a komunikační činnosti,5071
Pardubický kraj,2003,"Kulturní, zábavní a rekreační činnosti",1517
Pardubický kraj,2003,Ostatní činnosti,3658
Pardubický kraj,2003,Peněžnictví a pojišťovnictví,4204
Pardubický kraj,2003,"Profesní, vědecké a technické činnosti",5154
Pardubický kraj,2003,Stavebnictví,25270
Pardubický kraj,2003,Těžba a dobývání,520
Pardubický kraj,2003,"Ubytování, stravování a pohostinství",6924
Pardubický kraj,2003,Velkoobchod a maloob.; opr. mot. vozidel,25456
Pardubický kraj,2003,Veřejná správa a obrana; pov. soc. zabezp.,13971
Pardubický kraj,2003,Vzdělávání,13085
Pardubický kraj,2003,"Výroba a rozvod elektřiny, plynu, tepla",2332
Pardubický kraj,2003,Zdravotní a sociální péče,13835
Pardubický kraj,2003,"Zemědělství, lesnictví a rybářství",14640
Pardubický kraj,2003,Zpracovatelský průmysl,75979
Pardubický kraj,2003,Zásob. vodou; činnosti souvis. s odpady,1872
Pardubický kraj,2003,Činnosti v oblasti nemovitostí,0
Pardubický kraj,2004,Administrativní a podpůrné činnosti,3601
Pardubický kraj,2004,Doprava a skladování,15547
Pardubický kraj,2004,Informační a komunikační činnosti,5390
Pardubický kraj,2004,"Kulturní, zábavní a rekreační činnosti",1304
Pardubický kraj,2004,Ostatní činnosti,2662
Pardubický kraj,2004,Peněžnictví a pojišťovnictví,4015
Pardubický kraj,2004,"Profesní, vědecké a technické činnosti",5141
Pardubický kraj,2004,Stavebnictví,23381
Pardubický kraj,2004,Těžba a dobývání,834
Pardubický kraj,2004,"Ubytování, stravování a pohostinství",8027
Pardubický kraj,2004,Velkoobchod a maloob.; opr. mot. vozidel,24491
Pardubický kraj,2004,Veřejná správa a obrana; pov. soc. zabezp.,15448
Pardubický kraj,2004,Vzdělávání,11663
Pardubický kraj,2004,"Výroba a rozvod elektřiny, plynu, tepla",2655
Pardubický kraj,2004,Zdravotní a sociální péče,13524
Pardubický kraj,2004,"Zemědělství, lesnictví a rybářství",13599
Pardubický kraj,2004,Zpracovatelský průmysl,75416
Pardubický kraj,2004,Zásob. vodou; činnosti souvis. s odpady,1666
Pardubický kraj,2004,Činnosti v oblasti nemovitostí,659
Pardubický kraj,2005,Administrativní a podpůrné činnosti,3772
Pardubický kraj,2005,Doprava a skladování,15020
Pardubický kraj,2005,Informační a komunikační činnosti,4456
Pardubický kraj,2005,"Kulturní, zábavní a rekreační činnosti",1250
Pardubický kraj,2005,Ostatní činnosti,3513
Pardubický kraj,2005,Peněžnictví a pojišťovnictví,4205
Pardubický kraj,2005,"Profesní, vědecké a technické činnosti",5251
Pardubický kraj,2005,Stavebnictví,22931
Pardubický kraj,2005,Těžba a dobývání,0
Pardubický kraj,2005,"Ubytování, stravování a pohostinství",6832
Pardubický kraj,2005,Velkoobchod a maloob.; opr. mot. vozidel,29744
Pardubický kraj,2005,Veřejná správa a obrana; pov. soc. zabezp.,13784
Pardubický kraj,2005,Vzdělávání,16178
Pardubický kraj,2005,"Výroba a rozvod elektřiny, plynu, tepla",2600
Pardubický kraj,2005,Zdravotní a sociální péče,16155
Pardubický kraj,2005,"Zemědělství, lesnictví a rybářství",10687
Pardubický kraj,2005,Zpracovatelský průmysl,74468
Pardubický kraj,2005,Zásob. vodou; činnosti souvis. s odpady,2247
Pardubický kraj,2005,Činnosti v oblasti nemovitostí,709
Pardubický kraj,2006,Administrativní a podpůrné činnosti,4393
Pardubický kraj,2006,Doprava a skladování,16245
Pardubický kraj,2006,Informační a komunikační činnosti,4702
Pardubický kraj,2006,"Kulturní, zábavní a rekreační činnosti",1541
Pardubický kraj,2006,Ostatní činnosti,3470
Pardubický kraj,2006,Peněžnictví a pojišťovnictví,3413
Pardubický kraj,2006,"Profesní, vědecké a technické činnosti",6154
Pardubický kraj,2006,Stavebnictví,24340
Pardubický kraj,2006,Těžba a dobývání,0
Pardubický kraj,2006,"Ubytování, stravování a pohostinství",5115
Pardubický kraj,2006,Velkoobchod a maloob.; opr. mot. vozidel,28884
Pardubický kraj,2006,Veřejná správa a obrana; pov. soc. zabezp.,14596
Pardubický kraj,2006,Vzdělávání,13280
Pardubický kraj,2006,"Výroba a rozvod elektřiny, plynu, tepla",2186
Pardubický kraj,2006,Zdravotní a sociální péče,16698
Pardubický kraj,2006,"Zemědělství, lesnictví a rybářství",10629
Pardubický kraj,2006,Zpracovatelský průmysl,77893
Pardubický kraj,2006,Zásob. vodou; činnosti souvis. s odpady,2901
Pardubický kraj,2006,Činnosti v oblasti nemovitostí,0
Pardubický kraj,2007,Administrativní a podpůrné činnosti,4658
Pardubický kraj,2007,Doprava a skladování,15063
Pardubický kraj,2007,Informační a komunikační činnosti,5025
Pardubický kraj,2007,"Kulturní, zábavní a rekreační činnosti",1760
Pardubický kraj,2007,Ostatní činnosti,3197
Pardubický kraj,2007,Peněžnictví a pojišťovnictví,4571
Pardubický kraj,2007,"Profesní, vědecké a technické činnosti",6403
Pardubický kraj,2007,Stavebnictví,22775
Pardubický kraj,2007,Těžba a dobývání,0
Pardubický kraj,2007,"Ubytování, stravování a pohostinství",5862
Pardubický kraj,2007,Velkoobchod a maloob.; opr. mot. vozidel,30209
Pardubický kraj,2007,Veřejná správa a obrana; pov. soc. zabezp.,13569
Pardubický kraj,2007,Vzdělávání,11922
Pardubický kraj,2007,"Výroba a rozvod elektřiny, plynu, tepla",2174
Pardubický kraj,2007,Zdravotní a sociální péče,17043
Pardubický kraj,2007,"Zemědělství, lesnictví a rybářství",11789
Pardubický kraj,2007,Zpracovatelský průmysl,79885
Pardubický kraj,2007,Zásob. vodou; činnosti souvis. s odpady,2686
Pardubický kraj,2007,Činnosti v oblasti nemovitostí,0
Pardubický kraj,2008,Administrativní a podpůrné činnosti,3923
Pardubický kraj,2008,Doprava a skladování,14903
Pardubický kraj,2008,Informační a komunikační činnosti,4476
Pardubický kraj,2008,"Kulturní, zábavní a rekreační činnosti",2638
Pardubický kraj,2008,Ostatní činnosti,3581
Pardubický kraj,2008,Peněžnictví a pojišťovnictví,5333
Pardubický kraj,2008,"Profesní, vědecké a technické činnosti",7264
Pardubický kraj,2008,Stavebnictví,23050
Pardubický kraj,2008,Těžba a dobývání,526
Pardubický kraj,2008,"Ubytování, stravování a pohostinství",7662
Pardubický kraj,2008,Velkoobchod a maloob.; opr. mot. vozidel,28902
Pardubický kraj,2008,Veřejná správa a obrana; pov. soc. zabezp.,12132
Pardubický kraj,2008,Vzdělávání,13302
Pardubický kraj,2008,"Výroba a rozvod elektřiny, plynu, tepla",2496
Pardubický kraj,2008,Zdravotní a sociální péče,16110
Pardubický kraj,2008,"Zemědělství, lesnictví a rybářství",11233
Pardubický kraj,2008,Zpracovatelský průmysl,83484
Pardubický kraj,2008,Zásob. vodou; činnosti souvis. s odpady,2190
Pardubický kraj,2008,Činnosti v oblasti nemovitostí,535
Pardubický kraj,2009,Administrativní a podpůrné činnosti,3074
Pardubický kraj,2009,Doprava a skladování,16042
Pardubický kraj,2009,Informační a komunikační činnosti,4170
Pardubický kraj,2009,"Kulturní, zábavní a rekreační činnosti",2691
Pardubický kraj,2009,Ostatní činnosti,3017
Pardubický kraj,2009,Peněžnictví a pojišťovnictví,4396
Pardubický kraj,2009,"Profesní, vědecké a technické činnosti",8462
Pardubický kraj,2009,Stavebnictví,22263
Pardubický kraj,2009,Těžba a dobývání,0
Pardubický kraj,2009,"Ubytování, stravování a pohostinství",6382
Pardubický kraj,2009,Velkoobchod a maloob.; opr. mot. vozidel,27008
Pardubický kraj,2009,Veřejná správa a obrana; pov. soc. zabezp.,12216
Pardubický kraj,2009,Vzdělávání,14694
Pardubický kraj,2009,"Výroba a rozvod elektřiny, plynu, tepla",2748
Pardubický kraj,2009,Zdravotní a sociální péče,14981
Pardubický kraj,2009,"Zemědělství, lesnictví a rybářství",11250
Pardubický kraj,2009,Zpracovatelský průmysl,78359
Pardubický kraj,2009,Zásob. vodou; činnosti souvis. s odpady,4285
Pardubický kraj,2009,Činnosti v oblasti nemovitostí,764
Pardubický kraj,2010,Administrativní a podpůrné činnosti,2944
Pardubický kraj,2010,Doprava a skladování,14660
Pardubický kraj,2010,Informační a komunikační činnosti,3722
Pardubický kraj,2010,"Kulturní, zábavní a rekreační činnosti",1395
Pardubický kraj,2010,Ostatní činnosti,3113
Pardubický kraj,2010,Peněžnictví a pojišťovnictví,5577
Pardubický kraj,2010,"Profesní, vědecké a technické činnosti",7226
Pardubický kraj,2010,Stavebnictví,23246
Pardubický kraj,2010,Těžba a dobývání,0
Pardubický kraj,2010,"Ubytování, stravování a pohostinství",6130
Pardubický kraj,2010,Velkoobchod a maloob.; opr. mot. vozidel,28183
Pardubický kraj,2010,Veřejná správa a obrana; pov. soc. zabezp.,13678
Pardubický kraj,2010,Vzdělávání,14806
Pardubický kraj,2010,"Výroba a rozvod elektřiny, plynu, tepla",1902
Pardubický kraj,2010,Zdravotní a sociální péče,15116
Pardubický kraj,2010,"Zemědělství, lesnictví a rybářství",10270
Pardubický kraj,2010,Zpracovatelský průmysl,75347
Pardubický kraj,2010,Zásob. vodou; činnosti souvis. s odpady,4438
Pardubický kraj,2010,Činnosti v oblasti nemovitostí,712
Pardubický kraj,2011,Administrativní a podpůrné činnosti,2753
Pardubický kraj,2011,Doprava a skladování,14386
Pardubický kraj,2011,Informační a komunikační činnosti,4493
Pardubický kraj,2011,"Kulturní, zábavní a rekreační činnosti",1467
Pardubický kraj,2011,Ostatní činnosti,3068
Pardubický kraj,2011,Peněžnictví a pojišťovnictví,5932
Pardubický kraj,2011,"Profesní, vědecké a technické činnosti",7946
Pardubický kraj,2011,Stavebnictví,21367
Pardubický kraj,2011,Těžba a dobývání,0
Pardubický kraj,2011,"Ubytování, stravování a pohostinství",6386
Pardubický kraj,2011,Velkoobchod a maloob.; opr. mot. vozidel,28840
Pardubický kraj,2011,Veřejná správa a obrana; pov. soc. zabezp.,11753
Pardubický kraj,2011,Vzdělávání,13574
Pardubický kraj,2011,"Výroba a rozvod elektřiny, plynu, tepla",1683
Pardubický kraj,2011,Zdravotní a sociální péče,15817
Pardubický kraj,2011,"Zemědělství, lesnictví a rybářství",11116
Pardubický kraj,2011,Zpracovatelský průmysl,80435
Pardubický kraj,2011,Zásob. vodou; činnosti souvis. s odpady,3163
Pardubický kraj,2011,Činnosti v oblasti nemovitostí,752
Pardubický kraj,2012,Administrativní a podpůrné činnosti,3223
Pardubický kraj,2012,Doprava a skladování,14068
Pardubický kraj,2012,Informační a komunikační činnosti,4478
Pardubický kraj,2012,"Kulturní, zábavní a rekreační činnosti",1422
Pardubický kraj,2012,Ostatní činnosti,2732
Pardubický kraj,2012,Peněžnictví a pojišťovnictví,4772
Pardubický kraj,2012,"Profesní, vědecké a technické činnosti",7437
Pardubický kraj,2012,Stavebnictví,21906
Pardubický kraj,2012,Těžba a dobývání,0
Pardubický kraj,2012,"Ubytování, stravování a pohostinství",6802
Pardubický kraj,2012,Velkoobchod a maloob.; opr. mot. vozidel,29744
Pardubický kraj,2012,Veřejná správa a obrana; pov. soc. zabezp.,12654
Pardubický kraj,2012,Vzdělávání,14320
Pardubický kraj,2012,"Výroba a rozvod elektřiny, plynu, tepla",2429
Pardubický kraj,2012,Zdravotní a sociální péče,14760
Pardubický kraj,2012,"Zemědělství, lesnictví a rybářství",12155
Pardubický kraj,2012,Zpracovatelský průmysl,78950
Pardubický kraj,2012,Zásob. vodou; činnosti souvis. s odpady,909
